,TF,Target
106,ETS1,IL32
107,GATA1,CHL1
108,ERG,SLC41A2
109,GATA1,LINC01063
110,NOTCH1,CHAF1A
111,E2F1,MT-ND4L
112,MAX,CDKL1
113,MYB,NPC2
114,TCF3,PPM1L
115,GATA1,CCNB1
116,ERG,HAMP
117,E2F1,HIST1H2BD
118,FOS,ARSJ
119,KLF1,CCDC92
120,NOTCH1,H2AFX
121,GATA1,LHFP
122,CEBPB,FSTL1
123,NOTCH1,CAST
124,E2F1,BLOC1S2
125,ERG,CHAF1A
126,CEBPB,SHISA4
127,KLF1,REL
128,MAX,FARP2
129,FOS,SHISA4
130,MYB,ATP8B2
131,ETS1,CAPN1
132,ERG,CLCN5
133,ETS1,SCARB2
134,ERG,H2AFX
135,ERG,CAST
136,ERG,GTSE1
137,RUNX3,CCDC107
138,GATA2,ACOT7
139,KLF1,AC011893.3
140,E2F1,SERHL2
141,E2F1,SLC52A3
142,TCF3,TIMP1
143,FOS,RP11-164P12.3
144,E2F1,DSC2
145,ERG,CACNA1A
146,E2F1,PROSER2
147,MYB,RP11-81H14.2
148,E2F1,RP11-298E9.5
149,FOS,RPS23
150,MAX,LIPE-AS1
151,TCF3,APOBEC3H
152,FOS,RP11-134N1.2
153,TCF3,SYNPO
154,SPI1,TMEM263
155,E2F1,TUBA1B
156,ERG,DUSP16
157,MYB,SH3TC1
158,GATA1,PRTFDC1
159,NOTCH1,LSM10
160,EBF1,SERPINB1
161,SP1,CD74
162,GATA1,LINC00243
163,E2F1,RPSA
164,FOS,PDE6G
165,FOS,LGALS9C
166,IRF4,MTPN
167,TCF3,MYOZ3
168,ERG,LSM10
169,JUND,ZFP36L1
170,KLF1,SPINT1
171,GATA1,BIN2
172,E2F1,FAM212B-AS1
173,CEBPB,CCNJL
174,ERG,LYPLAL1-AS1
175,CEBPB,USP28
176,CEBPB,RHOBTB3
177,MYB,NACC2
178,CEBPB,CALD1
179,EBF1,ANKRD65
180,KLF1,CTDSPL
181,GATA1,PRDM15
182,MYB,CTC-273B12.10
183,NFE2,GNA15
184,MAX,IL4I1
185,GATA1,MAP1A
186,TAL1,ABLIM3
187,GATA1,FAM161A
188,JUND,WDR66
189,ETS1,LDLRAP1
190,IRF4,NEAT1
191,MAX,SPHK1
192,GATA1,IGF2BP2
193,GATA1,RPS6
194,ETS1,ATP2A2
195,MAFK,SNTB2
196,CEBPB,NUSAP1
197,BCL6,ALDH3B1
198,KLF1,MFSD7
199,FOS,C2
200,CEBPB,C2
201,SP1,CHST15
202,EBF1,TNXB
203,E2F1,RP11-158I9.5
204,EBF1,OIP5
205,E2F1,CTD-2376I20.1
206,TCF3,ALOX12
207,CEBPA,MCTP1
208,IRF4,VIM
209,MAX,EVI5
210,GATA1,CACNA2D4
211,ERG,ZDHHC17
212,SPI1,EPS8L2
213,GATA2,GSE1
214,TAL1,SCAMP5
215,GATA1,FADS1
216,TCF3,CAPZA1
217,CEBPB,BNIP3L
218,CEBPB,SLC9A7
219,IRF4,GLCCI1
220,KLF1,RBPMS2
221,KLF1,RP11-476B1.1
222,BCL3,ZFP36L1
223,ERG,TGFB2
224,JUND,RAB11A
225,ERG,AZU1
226,E2F1,INSL3
227,ERG,FAM213A
228,EBF1,LY86-AS1
229,SPI1,AP2S1
230,KLF1,VENTX
231,E2F1,SLC1A4
232,CEBPB,POLRMT
233,E2F1,LINC00989
234,TAL1,LRRC36
235,E2F1,TET3
236,NOTCH1,TLN1
237,MYB,NEAT1
238,ERG,FZD1
239,GATA1,LGMN
240,CEBPB,AIF1
241,SP1,TTYH3
242,SP1,SEPT1
243,FOS,NKAIN2
244,GATA1,ATP2B1
245,GATA1,TATDN3
246,ERG,APOBEC3B
247,EBF1,VAMP5
248,TCF3,CPED1
249,ERG,TLN1
250,FOS,LINC01251
251,LMO2,PPP3CC
252,IRF4,SIL1
253,KLF1,HMSD
254,MAX,SPIRE1
255,GATA1,GPATCH11
256,GATA1,TOX2
257,E2F1,XCR1
258,FOS,PTK7
259,CEBPB,PTK7
260,E2F1,ERBB2
261,KLF1,DENND2C
262,KLF1,F11R
263,MAX,GUCY1A3
264,KLF1,BAIAP2-AS1
265,ERG,MGLL
266,MYB,IL10RB-AS1
267,ERG,DRAM1
268,E2F1,PLAGL2
269,E2F1,TPST1
270,CEBPB,SPON1
271,FOS,NR5A1
272,ETS1,JUNB
273,NOTCH1,RTN4
274,ERG,CPAMD8
275,MAX,RP11-295G20.2
276,TAL1,SLC52A3
277,EBF1,LRRC32
278,KLF1,PROM1
279,E2F1,MYCT1
280,MEIS1,SIAE
281,TAL1,EFNB2
282,ERG,RTN4
283,E2F1,MAP7
284,TAL1,PROSER2
285,ERG,FXYD1
286,PAX5,DHTKD1
287,KLF1,POLE4
288,MAX,KCNIP2
289,IRF4,RP3-473L9.4
290,MAX,ABCA1
291,ERG,ZG16B
292,MYB,SIL1
293,NOTCH1,HIVEP3
294,GATA1,EEF1A1
295,JUND,USP53
296,SP1,PIEZO1
297,ERG,PLK1
298,SP1,SMIM6
299,GATA2,CD34
300,TCF3,SCD5
301,E2F1,CAV1
302,GATA1,AP001189.4
303,TCF3,SERPINE2
304,FOS,FNBP1L
305,CEBPB,FNBP1L
306,GATA1,ASB2
307,ERG,HIVEP3
308,E2F1,UTS2
309,TAL1,ANKRD65
310,TCF3,NRM
311,SPI1,HSBP1
312,KLF1,ARRB2
313,TAL1,FAM212B-AS1
314,MAX,SAP30
315,SP1,ESRRA
316,MYB,SERPINB8
317,ERG,HAAO
318,GATA1,GAS2L1
319,TCF3,RP11-46A10.5
320,NOTCH1,MYO7B
321,FOS,CPA3
322,EBF1,IL6
323,KLF1,C19orf33
324,GATA1,MITF
325,ERG,IL17RD
326,SP1,CDCA5
327,KLF1,CENPU
328,GATA1,OBSL1
329,CEBPB,RP11-443B7.1
330,TAL1,TNXB
331,TAL1,OIP5
332,FOS,CTD-2306M5.1
333,JUND,TJP2
334,TCF3,FARP2
335,ERG,MYO7B
336,E2F1,CDCA2
337,ERG,CCDC151
338,TAL1,C1orf198
339,FOS,HMGB2
340,ERG,TRPC6
341,GATA2,ESRRA
342,CEBPB,HMGB2
343,ERG,CD99
344,TCF3,CHMP4B
345,CEBPB,SH3BGRL
346,NOTCH1,TOR4A
347,KLF1,SEC61G
348,MYB,AUTS2
349,ERG,ZNF385D
350,ERG,ASPM
351,TCF3,USP6NL
352,E2F1,UBE2C
353,ERG,FAAH
354,EBF1,FAM64A
355,E2F1,RP11-452F19.3
356,ERG,TOR4A
357,ETS1,IMPAD1
358,CEBPA,LY9
359,ERG,MYCT1
360,E2F1,ITGB2
361,GATA1,TMEM164
362,KLF1,ELMOD1
363,KLF1,CCND3
364,CEBPB,PHLDA1
365,E2F1,STARD9
366,MYB,CMBL
367,E2F1,LIMK2
368,EBF1,ITGB2
369,MYB,TSHZ3
370,TCF3,HRK
371,EBF1,CTD-3037G24.4
372,ERG,KRT81
373,KLF1,ITGA9
374,E2F1,RP11-212I21.4
375,TAL1,HOXA10
376,RUNX3,C12orf75
377,SP1,SNX30
378,EBF1,TCF3
379,BCL3,CYBA
380,EBF1,TTC39A
381,CEBPB,APOC1
382,GATA1,FCGR3B
383,CEBPB,TRDV2
384,FOS,TRDV2
385,MAX,RTKN
386,GATA1,PHLDB3
387,ETS1,TRIQK
388,CEBPB,SSR3
389,GATA2,ICAM4
390,TAL1,XCR1
391,GATA1,TMEM116
392,ERG,TRIM45
393,E2F1,RP11-111A22.1
394,CEBPB,SLC38A11
395,SP1,FTH1
396,EBF1,FOS
397,E2F1,CHADL
398,GATA1,ZMIZ1
399,E2F1,ACOT7
400,NOTCH1,RP11-326C3.11
401,E2F1,AHI1
402,TAL1,LRRC32
403,KLF1,DAPK2
404,SPI1,PPP1R35
405,MYB,PIF1
406,CEBPB,LST1
407,GATA1,PPP5C
408,IRF4,NOTCH4
409,TCF3,TPI1
410,CEBPB,DAAM1
411,TCF3,TNFRSF1A
412,KLF1,IGSF10
413,BCL6,DDIT4
414,TAL1,PDZK1IP1
415,TCF3,LEFTY1
416,GATA1,KL
417,FOS,NCOA2
418,CEBPB,C7orf73
419,ERG,TDRP
420,E2F1,NEK2
421,TAL1,FAM160A1
422,CEBPB,SENCR
423,MYB,AMD1
424,GATA1,UBASH3B
425,FOS,GRIP1
426,MAX,CDKN3
427,CEBPB,GRIP1
428,TAL1,CAV1
429,GATA1,NEK8
430,GATA1,LCN8
431,GATA1,RP11-10A14.5
432,MYB,ASF1B
433,MYB,PDE6H
434,MAX,KIF2A
435,IRF4,CALM2
436,TAL1,CTSV
437,EBF1,LIMS2
438,MAX,SLX4
439,TAL1,RASSF8
440,KLF1,RGS10
441,TCF3,TAPT1
442,KLF1,CPT1C
443,MYB,SYNGR2
444,ERG,RP4-761J14.10
445,MYB,NOTCH4
446,GATA1,NAT8L
447,CEBPB,SLC25A20
448,SPI1,TYROBP
449,E2F1,PIR
450,FOS,RP11-221J22.2
451,MAX,FUCA2
452,MYB,RP11-126K1.6
453,NOTCH1,TP53I3
454,JUND,MYO1B
455,KLF1,DST
456,ERG,LOXL3
457,KLF1,TUBB4B
458,RUNX3,RORA
459,IRF4,TMEM140
460,CEBPB,RP11-589C21.6
461,KLF1,VIT
462,ERG,TP53I3
463,GATA1,RP11-384P7.7
464,TAL1,FAM64A
465,KLF1,PCDH1
466,MAX,TGFB1
467,KLF1,MND1
468,FOS,CLIC1
469,MYB,EFHC1
470,E2F1,MT2A
471,MYB,APOBEC3C
472,EBF1,FKBP2
473,CEBPB,ZYX
474,MYB,CALM2
475,SPI1,LYL1
476,MAX,MCOLN1
477,ERG,SH3TC2
478,ATF3,PLEKHA1
479,EBF1,MT2A
480,CEBPB,ASAH1
481,TAL1,CTD-3037G24.4
482,E2F1,THRB
483,BCL3,ISG20
484,ERG,TMEM64
485,MAX,MFSD2A
486,LYL1,NCF4
487,NOTCH1,KIF23
488,ERG,AKAP2
489,FOS,KNDC1
490,TAL1,TTC39A
491,NOTCH1,KSR1
492,CEBPB,COL9A2
493,KLF1,KIF21A
494,TCF3,CKAP2L
495,FOS,RP11-876N24.4
496,FOS,COPZ2
497,GATA1,AIG1
498,CEBPB,ABHD6
499,CEBPB,COPZ2
500,ERG,KIF23
501,KLF1,TUBA4A
502,CEBPB,MIR181A2HG
503,ERG,KSR1
504,E2F1,HOMER2
505,EBF1,BRI3BP
506,ETS1,TREM1
507,KLF1,HIST1H2BD
508,ERG,GAB1
509,EBF1,AIM2
510,IRF4,CDC42EP3
511,TCF3,CCDC64
512,SPI1,LRRC8A
513,SP1,ACSBG1
514,CEBPB,CUEDC1
515,FOS,NRXN2
516,TCF3,IPP
517,FOS,RP11-567I13.1
518,CEBPB,NRXN2
519,KLF1,BLOC1S2
520,GATA1,HBA2
521,CEBPB,EEPD1
522,MAX,WFDC3
523,TAL1,PMP22
524,TCF3,RHOG
525,E2F1,MMP15
526,E2F1,AF131217.1
527,KLF1,SERHL2
528,NOTCH1,CCDC102A
529,CEBPB,NPAS2
530,NOTCH1,FAM65A
531,ETS1,SAMD4A
532,GATA1,ICAM1
533,E2F1,CD34
534,SP1,SERPINE1
535,CEBPB,ZNRF1
536,GATA2,USP6NL
537,TCF3,SAT1
538,KLF1,RP11-298E9.5
539,E2F1,AP1S2
540,TAL1,NEK2
541,KLF1,TUBA1B
542,ERG,CCDC102A
543,ERG,FAM65A
544,CEBPB,CDK1
545,CEBPB,C1QTNF4
546,CEBPB,RP11-1055B8.9
547,GATA1,SCARA5
548,FOS,RP11-746M1.1
549,IRF4,IL4I1
550,E2F1,SERPING1
551,SPI1,MT1F
552,E2F1,KCNH8
553,E2F1,PIEZO1
554,GATA1,RP11-863P13.3
555,E2F1,PPM1L
556,KLF1,FAM212B-AS1
557,EBF1,TP53INP1
558,FOS,KIR2DL4
559,TCF3,CTD-2544N14.3
560,E2F1,AC007381.3
561,GATA1,GUCY2D
562,FOS,NLRP7
563,ERG,DUSP1
564,EBF1,SMIM6
565,NOTCH1,SORT1
566,TCF3,KCNE1
567,GATA1,KLF1
568,E2F1,ESRRA
569,ERG,PLOD1
570,GATA1,ITSN1
571,MAX,PDE4A
572,FOS,ADAMTS5
573,ERG,SORT1
574,MAFK,SCARB1
575,EBF1,PARP15
576,CEBPB,KIF3A
577,E2F1,PPY
578,TAL1,THBS1
579,GATA1,ASAP2
580,KLF1,RP11-158I9.5
581,E2F1,FAM81B
582,MYB,E2F3
583,KLF1,CTD-2376I20.1
584,E2F1,CDCA5
585,EBF1,GPR20
586,ETS1,RP11-138A9.1
587,GATA2,MT-CO3
588,TCF3,KLRC4
589,GATA1,SELP
590,MEIS1,TSPAN9
591,E2F1,SYNPO
592,FOS,BSPRY
593,KLF1,INSL3
594,FOS,RP2
595,ERG,FAM212A
596,E2F1,LINC00865
597,E2F1,AMN1
598,GATA1,AC007405.6
599,KLF1,SLC1A4
600,TAL1,THRB
601,E2F1,LDLRAD3
602,GATA1,CDT1
603,KLF1,LINC00989
604,KLF1,TET3
605,IRF4,GEN1
606,GATA1,BEND2
607,E2F1,RP11-673E1.1
608,GATA2,MTHFD2L
609,E2F1,MYOZ3
610,FOS,SMPDL3B
611,E2F1,GAB2
612,CEBPB,SMPDL3B
613,GATA2,ABCB1
614,GATA1,RAP1B
615,GATA1,CENPE
616,MAX,RPL23A
617,E2F1,RP4-545C24.1
618,GATA1,STXBP6
619,PAX5,AMFR
620,ERG,CCNA2
621,EBF1,SH2B2
622,TCF3,PDE6G
623,MYB,HYOU1
624,SP1,P2RY6
625,ERG,C10orf54
626,E2F1,TRIQK
627,ERG,TSPAN18
628,FOS,KRT72
629,MYB,RPS20
630,KLF1,ERBB2
631,TCF3,RHOBTB3
632,FOS,SLC12A3
633,CEBPB,SLC12A3
634,MYB,MYO1C
635,EBF1,GM2A
636,ERG,CTNNAL1
637,SPI1,IER5
638,KLF1,PLAGL2
639,MAX,TMSB4X
640,MAX,CARD9
641,E2F1,IGHA2
642,PAX5,ID2
643,NOTCH1,RP11-783K16.5
644,GATA1,TACSTD2
645,TCF3,NUSAP1
646,CEBPB,NDRG2
647,MYB,DGAT2
648,SP1,USHBP1
649,TCF3,C2
650,EBF1,FTH1
651,KLF1,MYCT1
652,KLF1,MAP7
653,E2F1,DGKG
654,CEBPB,HEXB
655,ERG,RP11-783K16.5
656,GATA1,CLCN3
657,TCF3,BNIP3L
658,E2F1,TRBV2
659,FOS,COBL
660,CEBPB,SNX9
661,E2F1,AP001171.1
662,KLF1,CAV1
663,EBF1,CTD-3064M3.7
664,E2F1,AC114752.3
665,NOTCH1,CENPM
666,NOTCH1,HJURP
667,SPI1,LSR
668,E2F1,GNG5
669,SP1,TSTD1
670,EBF1,P2RX5-TAX1BP3
671,MYB,CALML4
672,NOTCH1,PBK
673,FOS,PPP1R17
674,BACH2,PPP1R3E
675,EBF1,PIK3C2B
676,FOS,RP4-799D16.1
677,KLF1,ANXA2
678,E2F1,MED12L
679,CEBPB,IFI6
680,TCF3,AIF1
681,ERG,SLC22A15
682,GATA1,ACRBP
683,MYB,KCNIP2
684,ERG,CENPM
685,CEBPB,ZFYVE28
686,ERG,HJURP
687,GATA1,MAP4K5
688,MYB,ABCA1
689,RUNX3,CTSW
690,E2F1,FAM212B
691,FOS,RP11-160O5.1
692,ERG,PBK
693,SP1,TNRC18
694,FOS,RP11-131L12.4
695,MEIS1,SPX
696,FOS,RPS18
697,CEBPB,IL1R2
698,CEBPB,RAP2B
699,GATA2,CCDC64
700,CEBPB,CTSB
701,GATA1,MOB3C
702,PAX5,SNX22
703,ETS1,NPL
704,E2F1,BOK
705,MYB,JAM3
706,MEIS1,ENKUR
707,KLF1,CDCA2
708,E2F1,YWHAE
709,TAL1,GPR20
710,TCF3,PTK7
711,TCF3,AIPL1
712,LMO2,PRAM1
713,E2F1,PF4V1
714,ETS1,BMP2K
715,GATA1,OAF
716,CEBPA,SEMA4A
717,ERG,CTB-41I6.1
718,E2F1,FAM124B
719,TCF3,HS3ST3B1
720,GATA1,MIR3179-3
721,ERG,COL24A1
722,ETS1,CDKN1A
723,GATA1,SLC35D3
724,TAL1,CCNB2
725,E2F1,RGS7
726,BCL3,ACY3
727,E2F1,DPP3
728,SPI1,CFP
729,CEBPA,LINC00877
730,BCL6,EHD1
731,E2F1,SCD5
732,KLF1,ITGB2
733,ERG,DMKN
734,POU2F2,ZFP36L1
735,CEBPB,AKIRIN2
736,ERG,AC007386.2
737,GATA1,KLHL10
738,E2F1,RP11-805I24.1
739,IRF4,AHNAK
740,EBF1,EMID1
741,TAL1,RP11-369E15.3
742,KLF1,STARD9
743,GATA1,MRC1
744,E2F1,NRM
745,CEBPB,TMEM107
746,KLF1,LIMK2
747,KLF1,PCSK7
748,TAL1,RP11-159H10.3
749,SP1,ARVCF
750,E2F1,SLITRK4
751,GATA1,SMIM24
752,GATA1,GFOD1
753,KLF1,RP11-212I21.4
754,E2F1,RP11-46A10.5
755,TAL1,DENND2C
756,FOS,HEXIM2
757,CEBPB,HEXIM2
758,E2F1,FAM63A
759,MAX,RTN2
760,EBF1,GCNT1
761,TAL1,RP11-187E13.1
762,ERG,AKT3
763,IRF4,EIF2AK4
764,MYB,NDUFS6
765,NOTCH1,METTL9
766,FOS,KIF20A
767,CEBPB,KIF20A
768,E2F1,LINC00944
769,EBF1,MARCH9
770,KLF1,RP11-111A22.1
771,KLF1,CHADL
772,ERG,METTL9
773,EBF1,S100A4
774,CEBPB,PARVG
775,NOTCH1,ATP1A3
776,E2F1,PTTG1
777,MYB,ENO2
778,EBF1,PSAP
779,E2F1,CHMP4B
780,ZEB1,CFD
781,KLF1,CAPN1
782,CEBPB,GP6
783,MYB,LKAAEAR1
784,ERG,ZNF662
785,MYB,AHNAK
786,E2F1,CALCRL
787,ERG,ATP1A3
788,FOS,DNAH12
789,ERG,MBP
790,ERG,RP11-620J15.3
791,PAX5,FCHSD2
792,TCF3,HMGB2
793,ERG,HBA1
794,IRF4,DUSP5
795,E2F1,RRM2
796,E2F1,CDKN2D
797,E2F1,RP3-525N10.2
798,KLF1,LSS
799,KLF1,NEK2
800,IRF4,C20orf24
801,POU2F2,RP11-185E8.1
802,SPI1,IQGAP1
803,ETS1,KIF2A
804,MEIS1,GFI1B
805,ERG,HBQ1
806,E2F1,SERPINE1
807,FOS,ABO
808,ERG,PLD1
809,ZEB1,PP7080
810,CEBPA,LPCAT2
811,POU2F2,HES6
812,E2F1,MIR4432HG
813,CEBPB,HOXA9
814,ERG,POLR2L
815,ERG,LAMC1
816,GATA1,CTDSPL
817,TAL1,MED12L
818,EBF1,TGFB1I1
819,GATA1,MDK
820,MYB,MIR210HG
821,GATA1,CEP55
822,ERG,WDFY3
823,TCF3,CHPF
824,MYB,VMP1
825,ERG,B3GNT8
826,GATA3,NMRK1
827,ERG,RP11-1057B6.1
828,FOS,CXCL9
829,KLF1,PIR
830,E2F1,SP4
831,E2F1,ADM
832,FOS,GOLIM4
833,GATA2,RHOBTB3
834,MAX,XBP1
835,E2F1,MT-CO3
836,BCL3,TAGLN2
837,CEBPB,FBN2
838,MYB,C20orf24
839,NOTCH1,DTX1
840,MYB,FOXP3
841,GATA1,RNF157
842,GATA1,CDCA7
843,SPI1,TSPAN5
844,FOS,KIR3DL3
845,FOS,ARHGAP21
846,TAL1,PF4V1
847,FOS,MAP1B
848,BCL3,SAMD14
849,FOS,BAALC
850,CEBPB,BAALC
851,NOTCH1,SLC29A1
852,CEBPB,NHS
853,ERG,YWHAH
854,TAL1,FAM124B
855,MAX,ATF5
856,ETS1,MCOLN1
857,ERG,DTX1
858,E2F1,RP11-326C3.15
859,E2F1,PVALB
860,TAL1,RGS7
861,MAX,HOMER3
862,E2F1,MTHFD2L
863,MYB,PDE9A
864,TAL1,EMID1
865,CEBPB,FKBP1A
866,ERG,SLC29A1
867,SP1,FGFRL1
868,ERG,FUT11
869,KLF1,THRB
870,EBF1,CKLF
871,MAX,DCLRE1A
872,CEBPB,DNM3
873,EBF1,GSTP1
874,TCF3,C7orf73
875,E2F1,SLC39A8
876,MYB,TGFB1
877,SP1,SIRPB2
878,NOTCH1,AGPAT3
879,TCF3,SENCR
880,GATA3,PIM1
881,GATA1,SPX
882,ERG,CDCA8
883,TAL1,FAM63A
884,MYB,ASRGL1
885,KLF1,HOMER2
886,MYB,LINC01063
887,IRF4,WFDC3
888,GATA1,ENKUR
889,MAX,SCARB1
890,SPI1,MRPL49
891,CEBPB,ANXA1
892,TAL1,PLXNA4
893,E2F1,P2RY6
894,EBF1,HS3ST1
895,E2F1,LINC00158
896,FOS,MXRA7
897,ERG,CDC42EP4
898,CEBPB,MXRA7
899,TAL1,ACSBG1
900,FOS,CTC-543D15.8
901,CEBPB,EGLN3
902,GATA1,LGR6
903,NOTCH1,UHRF1
904,CEBPB,ZFP36L1
905,KLF1,MMP15
906,KLF1,AF131217.1
907,MYB,SNTB2
908,MAX,FOSL1
909,MAX,CDKN2A
910,FOS,LL0XNC01-116E7.2
911,E2F1,RFXAP
912,KLF1,CD34
913,ERG,UHRF1
914,ZEB1,PLCG1
915,ERG,CPNE8
916,TAL1,ANGPT1
917,SP1,CTIF
918,CEBPB,WDR66
919,ERG,IFNLR1
920,FOS,CPXM1
921,GATA1,STK32C
922,TCF3,CLIC1
923,FOS,RP11-217B7.3
924,NOTCH1,NBEAL2
925,CEBPB,RP11-217B7.3
926,TCF3,ZYX
927,E2F1,CKAP2L
928,E2F1,P2RY12
929,MEIS1,SCGB1C2
930,ERG,SLC7A11
931,SPI1,FOXK1
932,EBF1,SERPINB9P1
933,KLF1,SERPING1
934,EBF1,FAM221B
935,EBF1,USHBP1
936,GATA1,ARRB2
937,BCL3,TTC39C-AS1
938,MAFK,OSTF1
939,KLF1,KCNH8
940,TAL1,TGFB1I1
941,MYB,GPX1
942,KLF1,PIEZO1
943,KLF1,AC007381.3
944,CEBPB,ANKRD53
945,ERG,CEACAM3
946,FOS,CTD-2308L22.1
947,E2F1,AES
948,TCF3,COL9A2
949,CEBPA,KDM1B
950,E2F1,IPP
951,E2F1,LDHB
952,CEBPB,RAB11A
953,GATA1,CHSY1
954,IRF4,TMEM8B
955,TCF3,RP11-876N24.4
956,TCF3,COPZ2
957,GATA1,MOB1A
958,TCF3,ABHD6
959,KLF1,ESRRA
960,SP1,RNF24
961,ERG,LRP12
962,ERG,HOXA10-AS
963,MYB,ATP10D
964,E2F1,CPEB2
965,E2F1,TNRC18
966,KLF1,TMTC2
967,KLF1,ABCC3
968,KLF1,PPY
969,MAX,RPS18
970,EBF1,CEBPB
971,E2F1,RHOG
972,NOTCH1,RIN1
973,EBF1,SLC25A42
974,KLF1,FAM81B
975,TCF3,CUEDC1
976,KLF1,CDCA5
977,ERG,SFTPD
978,TCF3,NRXN2
979,ERG,RAB33A
980,KLF1,TIMP1
981,ERG,EVA1C
982,FOS,RP11-185E8.1
983,GATA1,CTB-55O6.12
984,ERG,RIN1
985,SPI1,RP11-326C3.11
986,ERG,SLC4A3
987,KLF1,SYNPO
988,SP1,CARHSP1
989,MAX,TBC1D8
990,KLF1,LINC00865
991,GATA1,CCND3
992,FOS,HES6
993,ERG,RP11-390P2.4
994,CEBPB,HES6
995,ERG,TRBV14
996,ETS1,RPL23A
997,MYB,TMEM8B
998,KLF1,RP11-673E1.1
999,TCF3,ZNRF1
1000,SP1,E2F1
1001,IRF4,MAPK1
1002,KLF1,MYOZ3
1003,KLF1,GAB2
1004,CEBPB,ARL15
1005,CEBPB,PGLS
1006,MAX,MAP3K5
1007,GATA2,SPCS3
1008,MYB,LGMN
1009,SP1,PLEKHG2
1010,SP1,TPX2
1011,KLF1,RP4-545C24.1
1012,GATA1,AC078883.3
1013,ERG,HLA-A
1014,ERG,COL13A1
1015,MYB,RP5-1092A3.4
1016,TCF3,C1QTNF4
1017,NOTCH1,HERPUD1
1018,GATA1,KIF17
1019,E2F1,KCTD21
1020,E2F1,KCNE1
1021,CEBPB,PANX1
1022,EBF1,SIPA1L3
1023,MYB,UQCRC1
1024,ERG,HERPUD1
1025,FOS,NPR3
1026,CEBPB,USP53
1027,E2F1,ARSJ
1028,NOTCH1,HIP1
1029,FOS,RP1-244F24.1
1030,E2F1,SLC35F3
1031,CEBPB,RP1-244F24.1
1032,MYB,LAMTOR2
1033,TAL1,LINC00158
1034,E2F1,RP11-252C15.1
1035,E2F1,PDGFA
1036,NOTCH1,PRR5L
1037,MAX,MYO15B
1038,ERG,SLC25A34
1039,FOS,CDH24
1040,CEBPB,CDH24
1041,MEIS1,GP1BA
1042,E2F1,GOLGA8A
1043,KLF1,IGHA2
1044,TCF3,VEGFB
1045,GATA1,VASH1
1046,E2F1,FAM167A
1047,NOTCH1,LDLR
1048,LMO2,RELT
1049,GATA1,PTGDR2
1050,GATA1,IGSF10
1051,GATA1,FBLN2
1052,KLF1,ZNF746
1053,GATA1,SEMA4C
1054,TAL1,RP11-722E23.2
1055,TAL1,WDR11-AS1
1056,TAL1,GMPR
1057,EBF1,FAM167A
1058,KLF1,DGKG
1059,PAX5,USP6NL
