,TF,Target
700,665,900
701,1340,2180
702,2465,3353
703,1139,2358
704,1063,389
705,2233,1754
706,2118,1104
707,1825,638
708,1063,3911
709,3499,1432
710,3525,2715
711,3525,136
712,1976,2660
713,1063,2516
714,1139,382
715,1340,2393
716,664,3145
717,1126,863
718,1063,1169
719,3525,1588
720,1340,2156
721,1126,797
722,1139,655
723,1340,3281
724,3499,551
725,1063,2833
726,355,78
727,1063,1027
728,3382,695
729,664,1939
730,356,1086
731,1063,3112
732,1825,1736
733,1126,1003
734,2629,3942
735,665,143
736,1126,28
737,1340,1832
738,1063,3006
739,1717,129
740,1068,1097
741,3499,2954
742,1825,3440
743,1340,2188
744,1063,2370
745,665,3603
746,1825,1913
747,1825,2479
748,3499,2914
749,3368,269
750,1063,3318
751,1340,3329
752,1340,1362
753,1825,2923
754,1063,2969
755,3499,973
756,1288,1511
757,665,1511
758,1063,1208
759,2087,3070
760,1068,1354
761,3499,2921
762,1126,146
763,1717,1088
764,2233,2296
765,2349,2128
766,1288,1806
767,665,1806
768,1063,1944
769,1068,2079
770,1825,2899
771,1825,701
772,1126,2128
773,1068,3082
774,665,2461
775,2349,299
776,1063,2729
777,2233,1105
778,1068,2698
779,1063,710
780,3935,693
781,1825,492
782,665,1414
783,2233,1970
784,1126,3980
785,2233,129
786,1063,480
787,1126,299
788,1288,1007
789,1126,2091
790,1126,2989
791,2465,1242
792,3525,1556
793,1126,1486
794,1717,1054
795,1063,3064
796,1063,658
797,1063,3024
798,1825,2007
799,1825,2301
800,1717,444
801,2629,2920
802,3382,1710
803,1139,1810
804,2118,1361
805,1126,1490
806,1063,3166
807,1288,21
808,1126,2584
809,3935,2630
810,664,1981
811,2629,1507
812,1063,2157
813,665,1575
814,1126,2624
815,1126,1859
816,1340,889
817,3499,2107
818,1068,3550
819,1340,2104
820,2233,2153
821,1340,680
822,1126,3880
823,3525,715
824,2233,3863
825,1126,328
826,1342,2342
827,1126,2896
828,1288,922
829,1825,2558
830,1063,3371
831,1063,101
832,1288,1409
833,1341,2841
834,2087,3896
835,1063,2208
836,355,3498
837,665,1224
838,2233,444
839,2349,1042
840,2233,1292
841,1340,2871
842,1340,640
843,3382,3762
844,1288,1822
845,1288,238
846,3499,2516
847,1288,2055
848,355,3092
849,1288,332
850,665,332
851,2349,3269
852,665,2322
853,1126,3913
854,3499,1169
855,2087,284
856,1139,2098
857,1126,1042
858,1063,2943
859,1063,2734
860,3499,2833
861,2087,1569
862,1063,2217
863,2233,2492
864,3499,1097
865,665,1274
866,1126,3269
867,3368,1262
868,1126,1308
869,1825,3563
870,1068,734
871,2087,961
872,665,1015
873,1068,1454
874,3525,461
875,1063,3290
876,2233,3549
877,3368,3226
878,2349,121
879,3525,3148
880,1342,2554
881,1340,3406
882,1126,642
883,3499,1208
884,2233,282
885,1825,1568
886,2233,1951
887,1717,3892
888,1340,1104
889,2087,3110
890,3382,2193
891,665,183
892,3499,2609
893,1063,2439
894,1068,1587
895,1063,1919
896,1288,2232
897,1126,636
898,665,2232
899,3499,66
900,1288,873
901,665,1083
902,1340,1898
903,2349,3817
904,665,3942
905,1825,2169
906,1825,112
907,2233,3347
908,2087,1289
909,2087,657
910,1288,1971
911,1063,2825
912,1825,594
913,1126,3817
914,3935,2582
915,1126,824
916,3499,161
917,3368,890
918,665,3889
919,1126,1629
920,1288,830
921,1340,3449
922,3525,758
923,1288,2924
924,2349,2274
925,665,2924
926,3525,3999
927,1063,731
928,1063,2435
929,2118,3114
930,1126,3303
931,3382,1291
932,1068,3165
933,1825,3170
934,1068,1199
935,1068,3829
936,1340,263
937,355,3774
938,2044,2424
939,1825,1773
940,3499,3550
941,2233,1440
942,1825,2545
943,1825,27
944,665,175
945,1126,662
946,1288,878
947,1063,110
948,3525,800
949,664,1787
950,1063,1708
951,1063,1876
952,665,2749
953,1340,725
954,1717,3636
955,3525,3012
956,3525,809
957,1340,2176
958,3525,16
959,1825,1135
960,3368,2877
961,1126,1989
962,1126,1574
963,2233,296
964,1063,818
965,1063,3667
966,1825,3642
967,1825,8
968,1825,2658
969,2087,3049
970,1068,665
971,1063,2843
972,2349,2851
973,1068,3266
974,1825,1211
975,3525,911
976,1825,639
977,1126,3183
978,3525,2373
979,1126,2759
980,1825,3572
981,1126,1143
982,1288,2920
983,1340,864
984,1126,2851
985,3382,2942
986,1126,3298
987,1825,3483
988,3368,502
989,2087,3514
990,1825,1937
991,1340,554
992,1288,1507
993,1126,2958
994,665,1507
995,1126,3715
996,1139,3044
997,2233,3636
998,1825,2994
999,3525,3995
1000,3368,1063
1001,1717,2069
1002,1825,2257
1003,1825,1321
1004,665,252
1005,665,2523
1006,2087,2060
1007,1341,3378
1008,2233,1897
1009,3368,2595
1010,3368,3700
1011,1825,3026
1012,1340,39
1013,1126,1538
1014,1126,795
1015,2233,3034
1016,3525,432
1017,2349,1504
1018,1340,1804
1019,1063,1785
1020,1063,1770
1021,665,2451
1022,1068,3223
1023,2233,3827
1024,1126,1504
1025,1288,2360
1026,665,3834
1027,1063,268
1028,2349,1517
1029,1288,2888
1030,1063,3282
1031,665,2888
1032,2233,1862
1033,3499,1919
1034,1063,2931
1035,1063,2493
1036,2349,2691
1037,2087,2247
1038,1126,3262
1039,1288,645
1040,665,645
1041,2118,1413
1042,1063,1404
1043,1825,1639
1044,3525,3854
1045,1340,3845
1046,1063,1183
1047,2349,1877
1048,1976,2818
1049,1340,2708
1050,1340,1657
1051,1340,1222
1052,1825,3988
1053,1340,3147
1054,3499,2998
1055,3499,3883
1056,3499,1383
1057,1068,1183
1058,1825,986
1059,2465,3835
1060,1126,1877
1061,1825,3716
1062,2233,2279
1063,1340,2422
1064,3499,1199
1065,3499,3829
1066,1342,2343
1067,1126,3770
1068,2087,2094
1069,1126,887
1070,3499,2435
1071,1825,194
1072,2233,3640
1073,2233,501
1074,1340,2244
1075,3499,383
1076,2233,2283
1077,665,937
1078,1825,46
1079,1063,920
1080,1340,258
1081,1825,1395
1082,1340,2829
1083,665,2961
1084,3525,3181
1085,665,3641
1086,1063,2739
1087,1825,2107
1088,1126,493
1089,1126,3374
1090,3525,3339
1091,1063,557
1092,1825,1193
1093,1717,996
1094,1288,2930
1095,1288,446
1096,665,2930
1097,1063,31
1098,1063,481
1099,3499,724
1100,1340,1037
1101,2349,3789
1102,3499,1457
1103,1126,86
1104,1340,3783
1105,1288,2933
1106,1063,187
1107,1825,389
1108,1126,2564
1109,1340,2714
1110,1288,1109
1111,1825,3911
1112,355,1386
1113,1068,3080
1114,2118,3334
1115,355,2449
1116,1126,2504
1117,1126,3789
1118,1825,2516
1119,1063,442
1120,3525,3241
1121,3499,2735
1122,2233,2878
1123,3525,2481
1124,665,3990
1125,3383,641
1126,1717,265
1127,665,1768
1128,1825,2833
1129,1063,3309
1130,3382,214
1131,1288,2205
1132,665,2205
1133,3499,3781
1134,3525,3957
1135,1063,103
1136,2087,790
1137,1068,899
1138,2233,996
1139,1825,3006
1140,2087,3914
1141,1976,3912
1142,1126,2093
1143,2118,2455
1144,3525,1508
1145,1717,3070
1146,2233,2131
1147,1126,2981
1148,1063,1262
1149,1825,3318
1150,1340,943
1151,2087,1176
1152,1825,2969
1153,3499,3961
1154,2087,1926
1155,2233,2538
1156,1825,1944
1157,1340,1656
1158,2233,3611
1159,2044,2471
1160,1063,1972
1161,2629,2021
1162,3525,1618
1163,1063,3146
1164,2233,44
1165,3368,1277
1166,1063,1148
1167,1126,2977
1168,1063,136
1169,1139,2610
1170,1825,710
1171,3525,2916
1172,1341,2152
1173,2233,2783
1174,1063,1040
1175,1825,480
1176,2087,102
1177,1717,3757
1178,2233,3070
1179,3382,2597
1180,2087,2232
1181,1340,3658
1182,3382,1420
1183,1340,3443
1184,1288,1343
1185,665,1500
1186,1068,472
1187,665,1343
1188,2629,3485
1189,2233,1763
1190,3525,1252
1191,1063,3207
1192,2349,3017
1193,1825,658
1194,1825,3064
1195,1825,3024
1196,1068,2464
1197,1340,3778
1198,1126,3465
1199,1340,2697
1200,3078,3305
1201,665,3535
1202,1288,2248
1203,2233,3579
1204,665,2248
1205,1763,2325
1206,3499,178
1207,1717,2780
1208,1825,3166
1209,1126,3017
1210,1063,890
1211,2118,257
1212,3499,3726
1213,1288,3466
1214,665,3466
1215,1068,3285
1216,1340,2251
1217,1068,2033
1218,1825,2157
1219,1063,1917
1220,1126,3384
1221,1063,3638
1222,1340,1087
1223,1126,2779
1224,1063,531
1225,3525,1114
1226,1340,3421
1227,355,3221
1228,1126,2525
1229,355,1045
1230,1717,3896
1231,665,1942
1232,1126,2253
1233,355,138
1234,1288,532
1235,1340,373
1236,665,532
1237,3368,3487
1238,1825,3371
1239,1135,1606
1240,1288,1995
1241,1340,1413
1242,3382,2770
1243,3525,1511
1244,2087,2579
1245,665,381
1246,1288,381
1247,1126,1849
1248,1825,2208
1249,1288,1057
1250,665,1057
1251,1063,2877
1252,1139,1141
1253,2087,188
1254,1825,3686
1255,2349,2081
1256,1063,1556
1257,2233,1879
1258,1341,3854
1259,1717,961
1260,1139,3140
1261,1126,1493
1262,1825,2734
1263,665,1960
1264,1825,2217
1265,3368,3248
1266,1126,2081
1267,2349,371
1268,1763,3846
1269,2233,3896
1270,665,2557
1271,1126,111
1272,1126,2955
1273,3525,2094
1274,1340,343
1275,3525,3727
1276,1063,2535
1277,2349,883
1278,1717,3110
1279,1825,3505
1280,1340,3739
1281,1126,3021
1282,665,3938
1283,1126,883
1284,1063,222
1285,1063,2595
1286,1063,3700
1287,1340,447
1288,665,3159
1289,1068,1063
1290,1126,2173
1291,1063,3422
1292,1063,2539
1293,2118,3966
1294,665,1888
1295,1717,72
1296,1340,460
1297,1825,2439
1298,1288,896
1299,665,1472
1300,1288,2912
1301,355,3853
1302,1825,1919
1303,1139,489
1304,3525,922
1305,3499,1040
1306,1340,200
1307,665,2162
1308,665,1186
1309,1825,989
1310,1340,2239
1311,1976,1098
1312,1068,3072
1313,1340,2067
1314,2233,3110
1315,1126,1833
1316,2233,3769
1317,1063,3256
1318,1340,2455
1319,3525,238
1320,1126,1529
1321,1126,1707
1322,2233,1601
1323,1288,3671
1324,1340,385
1325,1063,2286
1326,1063,461
1327,3499,2033
1328,1825,731
1329,1825,2435
1330,2233,1887
1331,665,300
1332,1063,3148
1333,1063,1830
1334,3368,2601
1335,665,2037
1336,1126,1387
1337,1063,2425
1338,1763,1999
1339,2087,149
1340,1976,2801
1341,3525,1015
1342,1063,3689
1343,1288,2021
1344,1825,110
1345,2349,652
1346,1063,807
1347,2044,2573
1348,1340,3625
1349,1063,3060
1350,2349,1196
1351,2349,1863
1352,1063,3260
1353,2233,1825
1354,1341,3722
1355,3935,3196
1356,1126,652
1357,3368,1252
1358,1825,818
1359,1825,3667
1360,665,3485
1361,1068,626
1362,1825,2843
1363,1063,2814
1364,3368,1001
1365,1126,1863
1366,1126,1196
1367,1126,3276
1368,1288,1573
1369,1063,2668
1370,1126,1082
1371,1068,1979
1372,1063,1814
1373,2233,733
1374,665,2542
1375,1063,2985
1376,1340,3711
1377,3525,1614
1378,1340,3687
1379,3382,1379
1380,3525,2232
1381,2349,273
1382,3525,1083
1383,2349,3028
1384,1068,1058
1385,1717,2060
1386,2349,1775
1387,1341,1252
1388,1126,1764
1389,3525,3942
1390,1340,3439
1391,1063,2484
1392,1288,1765
1393,1340,257
1394,1340,3440
1395,1063,58
1396,1341,3472
1397,1126,3028
1398,2233,43
1399,3935,1454
1400,1126,1775
1401,1288,1994
1402,3525,3889
1403,1825,1410
1404,2118,3128
1405,1340,2332
1406,665,1233
1407,3525,2168
1408,355,909
1409,3525,1223
1410,3525,2924
1411,2233,3801
1412,3368,1910
1413,1063,2084
1414,3499,1063
1415,2087,289
1416,3525,2179
1417,3382,1627
1418,1825,1785
1419,2233,1502
1420,2040,1632
1421,1288,2507
1422,1825,1770
1423,1063,16
1424,1126,2160
1425,1126,2657
1426,665,2751
1427,355,2665
1428,2087,2614
1429,3525,355
1430,1288,1180
1431,1763,425
1432,1825,3981
1433,355,643
1434,1825,268
1435,665,125
1436,3525,2749
1437,1825,3282
1438,2118,2489
1439,1068,3389
1440,1825,2931
1441,1063,49
1442,665,2625
1443,3368,119
1444,1126,230
1445,2349,3614
1446,1825,1183
1447,1288,906
1448,1288,769
1449,665,769
1450,1288,2796
1451,1126,3946
1452,1139,3065
1453,1126,568
1454,3499,2600
1455,1063,2883
1456,1288,2970
1457,665,2970
1458,1341,1414
1459,1068,3732
1460,1063,2352
1461,1126,1741
1462,2118,3735
1463,1063,3995
1464,3499,1528
1465,1340,1996
1466,1340,3553
1467,3368,3376
1468,1063,648
1469,1825,920
1470,1063,2318
1471,2233,3847
1472,1126,2293
1473,3499,1670
1474,2087,1280
1475,1825,2739
1476,1063,2685
1477,1126,1793
1478,2233,997
1479,3935,2026
1480,1825,557
1481,1340,2222
1482,2087,3108
1483,1763,2632
1484,3525,2523
1485,1340,2558
1486,2349,2113
1487,1139,3379
1488,1126,3643
1489,1825,31
1490,1825,481
1491,3499,3744
1492,1340,1451
1493,1340,2252
1494,1288,884
1495,1126,91
1496,1976,3192
1497,1063,2973
1498,1340,770
1499,1063,3598
1500,1126,443
1501,3499,3963
1502,3525,2451
1503,1126,2113
1504,1126,2748
1505,1825,187
1506,1063,47
1507,2233,3068
1508,2349,3055
1509,2087,1995
1510,1126,2655
1511,1126,1929
1512,1288,1369
1513,2349,3249
1514,3935,665
1515,3935,3266
1516,1063,1812
1517,1825,442
1518,1126,322
1519,1288,2105
1520,1340,2000
1521,1063,3154
1522,1126,3055
1523,3525,2888
1524,2349,2302
1525,1126,3249
1526,665,301
1527,1763,786
1528,1126,3693
1529,3525,645
1530,1340,23
1531,665,3939
1532,1340,1374
1533,1139,3633
1534,1340,1679
1535,1068,3600
1536,3368,3706
1537,665,3190
1538,1063,1461
1539,3499,1852
1540,2118,1079
1541,3525,901
1542,1068,141
1543,1763,3292
1544,2349,3512
1545,1068,2837
1546,1340,244
1547,1825,1262
1548,665,2582
1549,1063,3339
1550,1340,1935
1551,1825,2330
1552,1126,3512
1553,1068,1320
1554,1288,950
1555,1126,2273
1556,1126,2947
1557,2087,2182
1558,3525,937
1559,1825,1868
1560,2118,1267
1561,1126,608
1562,3382,3195
1563,3368,3005
1564,2087,3156
1565,1340,3787
1566,2233,3914
1567,1825,2018
1568,664,57
1569,2233,541
1570,1825,1972
1571,1825,3146
1572,3382,308
1573,1825,136
1574,1063,1850
1575,1126,3211
1576,1068,3222
1577,665,1915
1578,3442,813
1579,1063,3241
1580,3499,49
1581,1763,472
1582,1139,1866
1583,1063,2481
1584,2118,2129
1585,1340,1762
1586,3499,1277
1587,2087,3059
1588,1063,489
1589,1126,1106
1590,1763,1048
1591,665,3904
1592,2087,177
1593,1068,1711
1594,2087,1194
1595,1825,3207
1596,1126,1498
1597,1288,2940
1598,3525,3990
1599,1340,478
1600,3382,687
1601,1126,2396
1602,1340,122
1603,665,630
1604,2349,298
1605,3525,2205
1606,1825,890
1607,1340,857
1608,2087,596
1609,3499,3031
1610,3368,175
1611,1340,27
1612,1825,1917
1613,1825,3638
1614,2087,2913
1615,1825,531
1616,3382,2724
1617,1068,1046
1618,665,3013
1619,3499,2685
1620,3499,1443
1621,1063,3722
1622,665,1738
1623,2118,654
1624,1126,1397
1625,2233,1465
1626,1063,2777
1627,1063,3944
1628,356,294
1629,1340,2489
1630,665,858
1631,2233,2295
1632,2118,3597
1633,1063,2916
1634,1063,3304
1635,3525,2083
1636,1063,2130
1637,1340,8
1638,1340,1285
1639,1340,2658
1640,1063,1675
1641,1340,1211
1642,1126,552
1643,2087,354
1644,2087,3745
1645,2087,3543
1646,1126,3811
1647,1139,297
1648,2087,3842
1649,1063,3953
1650,665,135
1651,2233,2871
1652,2629,1386
1653,1063,2650
1654,3525,5
1655,1063,1252
1656,1340,3483
1657,3368,910
1658,2087,2652
1659,1288,1025
1660,1063,1001
1661,665,1025
1662,1068,1192
1663,1340,1694
1664,1126,1480
1665,2233,2579
1666,3499,2837
1667,665,1518
1668,2233,3813
1669,1340,2994
1670,3525,1343
1671,665,3774
1672,3499,1809
1673,1063,143
1674,1063,1781
1675,1288,2681
1676,1126,3010
1677,2087,1765
1678,3382,1323
1679,1063,3603
1680,1288,402
1681,2044,1135
1682,3525,3535
1683,665,402
1684,1063,673
1685,1063,30
1686,3525,2248
1687,3499,471
1688,664,892
1689,1288,2049
1690,2087,3696
1691,665,3486
1692,1068,408
1693,1126,1815
1694,336,1956
1695,1763,2138
1696,1068,30
1697,2233,1562
1698,1288,1453
1699,1825,222
1700,1825,2595
1701,665,1453
1702,1126,420
1703,1340,738
1704,1825,3700
1705,1063,1511
1706,1063,1910
1707,1825,2539
1708,1288,3014
1709,1340,154
1710,2233,1150
1711,2118,3381
1712,665,190
1713,1063,1806
1714,1340,2009
1715,3499,98
1716,1340,1322
1717,1717,3585
1718,1340,496
1719,1288,3684
1720,2087,1180
1721,3525,532
1722,665,1448
1723,3525,133
1724,2233,2674
1725,1063,1414
1726,1126,1767
1727,1063,995
1728,1063,1033
1729,3525,1057
1730,1139,3527
1731,1288,766
1732,1825,3256
