,TF,Target
131,KLF1,CYP46A1
132,KLF1,MFAP3L
133,TCF3,CENPM
134,ETS1,MAX
135,ERG,CTDSPL
136,MAX,CDC42EP1
137,ERG,SETD7
138,TCF3,NUSAP1
139,GATA1,HIST1H3G
140,SPI1,CAPN12
141,CEBPB,C1orf162
142,SPI1,EVA1C
143,POU2F2,GNAI2
144,ERG,RP11-76E17.3
145,PAX5,SNX22
146,E2F1,TCIRG1
147,MAX,LTBR
148,PAX5,SH2B2
149,GATA1,LINC00346
150,CEBPB,SAV1
151,MYB,PLVAP
152,MYB,CUEDC1
153,SPI1,RNPEP
154,SPI1,RP11-664D1.1
155,ERG,TUBA8
156,EBF1,AK9
157,GATA1,UCK2
158,GATA1,FBXL5
159,TAL1,DLX4
160,GATA1,HTR1F
161,SPI1,TRAF1
162,MAX,CLMN
163,E2F1,RAB10
164,GATA1,PEAR1
165,CEBPB,FZD1
166,IRF4,LST1
167,TAL1,TNNC2
168,E2F1,CDKL1
169,MAX,NBEAL2
170,KLF1,TGFB1
171,ERG,CUEDC1
172,ERG,PLVAP
173,TCF3,MMP11
174,E2F1,CALD1
175,SPI1,PICALM
176,E2F1,GNAI2
177,CEBPB,TNXB
178,SPI1,SULT1A1
179,TCF3,PIP5K1B
180,KLF1,SPG21
181,TCF3,CHPF
182,E2F1,KHDRBS2
183,GATA1,ARMC3
184,GATA1,RP11-131L12.4
185,GATA1,TBXA2R
186,ERG,NLRP7
187,E2F1,AF131217.1
188,SPI1,TALDO1
189,MYB,LDLR
190,TAL1,PIR
191,TCF3,FMNL2
192,GATA1,CCDC92
193,MAX,ARHGAP31
194,GATA1,RTN2
195,MYB,FAM160A1
196,KLF1,SH3TC1
197,PAX5,CXCR5
198,ERG,DNASE1L1
199,GATA2,RP11-783K16.5
200,KLF1,DAPK1
201,E2F1,NPW
202,MYB,TSPAN2
203,CEBPB,GLRX
204,CEBPB,DLG5
205,ERG,RNF24
206,GATA1,SDCBP
207,E2F1,P2RY2
208,TCF3,NT5E
209,E2F1,HEXB
210,MAX,ISCA1
211,GATA1,SCAMP5
212,MAX,FOSL1
213,ETS1,LDLRAP1
214,IRF4,DST
215,TCF3,INAFM2
216,KLF1,APOC1
217,ERG,LDLR
218,KLF1,CAPNS1
219,MAX,RPS18
220,FOS,CDCA2
221,KLF1,DCLRE1A
222,GATA1,PTGIR
223,KLF1,C15orf48
224,GATA2,EGFL7
225,ERG,FAM160A1
226,EBF1,NINJ1
227,KLF1,MAP3K5
228,IRF4,DNASE1L3
229,JUND,MYL6B
230,TCF3,CKAP2L
231,TCF3,C1QTNF4
232,GATA1,RNF149
233,ERG,TSPAN2
234,CEBPB,GFI1B
235,MYB,NPC2
236,E2F1,H2AFY
237,IRF4,CDC42EP3
238,EBF1,SPX
239,JUND,TMEM140
240,GATA1,CENPF
241,MAX,ASRGL1
242,E2F1,TPM4
243,E2F1,UHRF1
244,ERG,ZNF185
245,E2F1,KRT5
246,FOS,MXD3
247,ERG,FBN2
248,CEBPB,C9orf47
249,ETS1,RNF216
250,ERG,SPARC
251,MAX,DUSP2
252,MAX,ULK1
253,CEBPB,ABCB4
254,CEBPB,ARHGEF12
255,ERG,NPC2
256,EBF1,AMN1
257,CEBPB,OSBPL5
258,MYB,PSAP
259,ETS1,PARP1
260,CEBPB,OAZ2
261,CEBPB,LTA4H
262,KLF1,CTD-2308L22.1
263,CEBPB,MYO1B
264,TAL1,FAM221B
265,MYB,PLOD1
266,MYB,CCDC183
267,E2F1,TM4SF1
268,GATA3,SCIMP
269,E2F1,LINC00936
270,MAX,S100P
271,IRF4,SLC1A4
272,TCF3,ATP13A2
273,SPI1,FBXO32
274,GATA1,RP11-443B7.1
275,KLF1,C3orf80
276,MYB,LINC00996
277,TAL1,NKAIN2
278,CEBPB,MAP7
279,CEBPB,TNFRSF13B
280,GATA1,C10orf54
281,ETS1,AQP3
282,E2F1,LAPTM4B
283,EBF1,SDC4
284,ERG,PSAP
285,MYB,LYST
286,ERG,LINC00240
287,MYB,ANXA2
288,CEBPB,RP1-187B23.1
289,SPI1,SOD2
290,SPI1,HSBP1
291,SPI1,PGLS
292,MYB,MAFF
293,MYB,PHPT1
294,GATA1,LEXM
295,GATA1,PROSER2
296,ERG,PLOD1
297,FOS,NME8
298,ETS1,TNFRSF25
299,E2F1,FAM96A
300,KLF1,C5orf30
301,ERG,RASSF8-AS1
302,CEBPB,DLEU1
303,ERG,THRB
304,TCF3,HS3ST3B1
305,ETS1,IMPA2
306,ERG,LINC00996
307,E2F1,FSTL1
308,GATA1,RP4-633O19__A.1
309,ETS1,SUN2
310,TCF3,MED12L
311,GATA1,RP11-552D4.1
312,ERG,GRB14
313,TAL1,STYK1
314,ERG,PHPT1
315,EBF1,NEAT1
316,MAX,DENND1A
317,ERG,MAFF
318,CEBPB,CYP2S1
319,ERG,RPL23A
320,KLF1,GM2A
321,ETS1,PIK3R1
322,NFE2,CATSPER1
323,MYB,CTNND1
324,SPI1,STXBP2
325,MYB,DGAT2
326,SPI1,DLGAP1-AS1
327,MYB,LIMS2
328,EBF1,EMID1
329,TCF3,YWHAH
330,ERG,BEND6
331,MAX,MEFV
332,GATA1,DAAM1
333,CEBPB,TMEM144
334,CEBPB,FBXO32
335,E2F1,PCDH1
336,ETS1,MLLT6
337,SPI1,DBN1
338,E2F1,CENPM
339,ERG,DGAT2
340,CEBPB,MEIS1
341,ERG,CTNND1
342,KLF1,ELMOD1
343,TCF3,PFKFB2
344,ERG,LIMS2
345,GATA1,TRBV2
346,CEBPB,SOD2
347,CEBPB,HSBP1
348,ETS1,ZMIZ1
349,CEBPA,SEMA4A
350,CEBPB,PGLS
351,TAL1,NDST1
352,KLF1,NFKBIZ
353,KLF1,MOB3B
354,E2F1,RPS3
355,FOS,ACSBG1
356,KLF1,AC131056.3
357,CEBPB,SIPA1L3
358,KLF1,ABCC3
359,MAX,ADAP1
360,BACH2,RASGRP3
361,GATA1,ABHD6
362,BCL6,EHD1
363,CEBPA,CXCL16
364,KLF1,UBTD1
365,EBF1,AC015971.2
366,LMO2,LRRC25
367,GATA1,ABO
368,MAX,NLN
369,ETS1,ABHD17A
370,ERG,CHST8
371,ERG,LINC01480
372,SPI1,MFGE8
373,TCF3,GP1BA
374,CEBPB,SLC38A11
375,E2F1,SUCNR1
376,MAX,EIF4G3
377,TCF3,GAB1
378,TCF3,ITGB3
379,GATA1,HPGDS
380,E2F1,CHPF
381,EBF1,CDC45
382,GATA1,XRCC4
383,MAFK,SGMS1
384,KLF1,PRKG2
385,ERG,RPS29
386,ETS1,SOCS3
387,ERG,FNIP2
388,E2F1,FMNL2
389,TCF3,EMID1
390,TAL1,USHBP1
391,E2F1,TUBA1B
392,MAX,APAF1
393,KLF1,JUNB
394,CEBPB,BCAT1
395,CEBPB,LDB2
396,CEBPB,HOXA10
397,MYB,JUP
398,TAL1,LYPLAL1-AS1
399,ERG,TLR5
400,TCF3,IGFBP4
401,E2F1,INAFM2
402,GATA1,SEMA4C
403,KLF1,ATP9A
404,ERG,MYCT1
405,TAL1,KIF20A
406,GATA1,RP11-597D13.9
407,TAL1,RASSF8
408,FOS,GTSE1
409,ERG,ENAM
410,TCF3,EVA1B
411,TAL1,AJ006998.2
412,GATA1,TDRP
413,KLF1,PLCB1
414,TCF3,RHOG
415,KLF1,SPINT1
416,MYB,NMUR1
417,GATA1,PANX1
418,GATA1,TET3
419,E2F1,C1QTNF4
420,GATA1,RP4-647C14.2
421,KLF1,SEPP1
422,MAX,MXD3
423,MYB,MKI67
424,E2F1,NFKBIA
425,GATA1,FAM129B
426,E2F1,TRIM9
427,CEBPB,CRIP3
428,TCF3,PTRF
429,TCF3,DNM3
430,MYB,AQP10
431,GATA1,IFI6
432,TCF3,SERPINF2
433,CEBPB,XCR1
434,CEBPA,PLXNC1
435,GATA1,PBK
436,ERG,NMUR1
437,FOS,NRXN2
438,SPI1,ATG16L2
439,TAL1,XCR1
440,GATA1,SERPINB1
441,CEBPB,SLAMF1
442,CEBPB,C11orf80
443,TAL1,PCP2
444,TAL1,SPC24
445,MYB,CD99
446,FOS,GATM
447,GATA1,TGFB2
448,CEBPB,USP28
449,CEBPB,AUTS2
450,ETS1,TSPAN4
451,ERG,AQP10
452,GATA1,NPR3
453,E2F1,RHOBTB1
454,E2F1,ATP13A2
455,ERG,RBPMS2
456,GATA1,MND1
457,ERG,PARD3
458,ETS1,SPTAN1
459,ETS1,MBP
460,RUNX3,CTSW
461,KLF1,ANKRD9
462,GATA1,MIDN
463,ERG,RP3-525N10.2
464,KLF1,S100A11
465,TAL1,SIAE
466,KLF1,PLEKHG2
467,ERG,CD99
468,IRF4,CD63
469,CEBPB,GTPBP2
470,GATA1,ASAH1
471,MYB,BLOC1S2
472,MYB,PHLDB2
473,TCF3,RP11-539L10.2
474,ERG,PAPSS2
475,GATA1,LTK
476,ERG,SRPX
477,CEBPB,CARD16
478,TCF3,DEPTOR
479,IRF4,RP1-90J20.8
480,KLF1,RP11-221J22.2
481,TCF3,MFSD7
482,E2F1,AP1S2
483,EBF1,ABHD15
484,EBF1,LRRC32
485,KLF1,CENPA
486,ETS1,JAK2
487,TAL1,CHMP4C
488,E2F1,BAALC
489,E2F1,RBPMS
490,GATA1,ZFP36L1
491,CEBPB,LAP3
492,GATA1,SLC18A2
493,ERG,KIR2DL4
494,KLF1,ANGPT1
495,CEBPB,RP11-1055B8.9
496,ERG,BLOC1S2
497,ERG,PHLDB2
498,ERG,B3GAT1
499,ERG,LL0XNC01-116E7.2
500,GATA1,MSLN
501,CEBPB,LINC00299
502,MYB,PTP4A3
503,E2F1,HBD
504,EBF1,TCTN1
505,E2F1,GAS2L1
506,EBF1,IRF2BP2
507,TAL1,NAT8L
508,E2F1,YWHAH
509,IRF4,NINJ2
510,E2F1,MAFK
511,TCF3,RRM2
512,IRF4,GLCCI1
513,CEBPB,NAAA
514,TCF3,MAP3K11
515,TCF3,CHADL
516,GATA1,C15orf54
517,GATA1,RAB30
518,CEBPB,BIRC5
519,RUNX3,NKG7
520,KLF1,BEND2
521,TCF3,CYP46A1
522,KLF1,B4GALT5
523,ETS1,LTB
524,MAX,ICAM1
525,CEBPB,FAM179A
526,GATA1,GYLTL1B
527,E2F1,PFKFB2
528,EBF1,COMT
529,GATA2,RP11-879F14.2
530,KLF1,MSRB3
531,ERG,CCNB2
532,CEBPB,RP11-620J15.3
533,KLF1,TREML2
534,GATA1,IL2RA
535,MYB,FLNA
536,KLF1,PHC2
537,E2F1,AGAP3
538,SPI1,DTX3
539,IRF4,RTN2
540,GATA1,S100A4
541,TAL1,COL13A1
542,ERG,VASP
543,E2F1,EMP1
544,TAL1,SCML2
545,TAL1,WDR11-AS1
546,ZEB1,CD68
547,E2F1,RNASET2
548,MAX,SSFA2
549,ERG,PDE2A
550,CEBPB,ZNF821
551,GATA1,SLCO4C1
552,CEBPB,CDT1
553,MAX,CALML4
554,ERG,FLNA
555,E2F1,ST3GAL4
556,E2F1,ITGB3
557,E2F1,CHMP4C
558,GATA1,WDR66
559,TAL1,SEPT5
560,ERG,MARC1
561,E2F1,HMGA2
562,ERG,ITGA9
563,KLF1,HAMP
564,ERG,FHOD1
565,CEBPB,AXL
566,MAX,FARP2
567,ERG,EGLN3
568,GATA1,AP2S1
569,ETS1,RPL3
570,KLF1,MALAT1
571,KLF1,BSPRY
572,MAX,BTN3A2
573,GATA1,ADAMTSL4
574,E2F1,DSE
575,TCF3,IRF2BP2
576,GATA1,TOX2
577,ETS1,CXCL16
578,MYB,DST
579,TCF3,LRRK1
580,CEBPB,PROC
581,MAX,KLHL10
582,ERG,MIR3179-3
583,KLF1,H2AFX
584,MAFK,RTN4
585,BCL6,RIN2
586,ERG,AC002454.1
587,MAX,EPHB1
588,MAX,GTSE1
589,MYB,XBP1
590,ERG,VIT
591,E2F1,AC137932.6
592,ERG,E2F5
593,KLF1,FAM64A
594,MYB,TMEM150B
595,TCF3,DCLRE1A
596,E2F1,UBXN2B
597,CEBPB,PRUNE
598,MAX,VEGFA
599,KLF1,AURKB
600,ERG,PRDX3
601,E2F1,OAZ1
602,TAL1,RP1-244F24.1
603,GATA1,SPRED1
604,CEBPB,TUBB6
605,E2F1,GNAZ
606,E2F1,RHOG
607,ERG,TRIO
608,E2F1,TMEM167A
609,MYB,PLAC8
610,MAX,ATP11A
611,GATA1,PTK7
612,KLF1,RP11-134N1.2
613,ERG,XBP1
614,ETS1,PRPS1
615,GATA1,LTBP1
616,ERG,ZNF366
617,GATA1,ASPM
618,TAL1,CTD-2306M5.1
619,GATA1,RGS9
620,E2F1,SLC7A11
621,MYB,RHOBTB3
622,E2F1,FHL2
623,GATA1,KIFC1
624,GATA1,RP11-354E11.2
625,TCF3,CTSB
626,KLF1,TBL1X
627,ERG,TOP2A
628,ERG,TMEM150B
629,E2F1,PTRF
630,IRF4,ACSM3
631,E2F1,RPL3
632,GATA3,NMRK1
633,E2F1,DNM3
634,TAL1,SERPINE1
635,SPI1,AK1
636,MYB,CRHBP
637,GATA1,NPL
638,KLF1,ZWINT
639,SPI1,QKI
640,ERG,PLAC8
641,JUND,DUSP5
642,ETS1,PIM2
643,FOS,LINC00853
644,ERG,CDH1
645,GATA1,CTDSPL
646,GATA1,RP11-76E17.3
647,ERG,RP11-476B1.1
648,ERG,RHOBTB3
649,IRF4,ZNRF1
650,TCF3,RP11-16E12.2
651,TCF3,PDGFA
652,GATA3,NMT2
653,JUND,C18orf8
654,EBF1,TGFB1I1
655,ERG,KIF19
656,CEBPB,PLCB4
657,MYB,TROAP
658,GATA1,C1QC
659,CEBPB,S100A6
660,SPI1,PLBD1
661,ERG,BHLHE41
662,ERG,LINC01127
663,TCF3,RP11-102N12.3
664,ETS1,PIK3IP1
665,ETS1,PBXIP1
666,SPI1,ATP6V0B
667,MYB,ZNF296
668,KLF1,GABARAP
669,ERG,CDC20
670,EBF1,TEAD2
671,EBF1,SAMD14
672,GATA2,CAPZA2
673,JUND,RAB11A
674,TCF3,MYO1G
675,EBF1,SERPINB9P1
676,ERG,LINC00482
677,KLF1,YWHAE
678,ERG,TROAP
679,ERG,KIRREL3
680,ERG,TM6SF1
681,MYB,IL10RB-AS1
682,CEBPB,LINC01504
683,ETS1,TTYH3
684,CEBPB,MMRN1
685,SPI1,RALGDS
686,ERG,ZNF296
687,GATA1,PDE3A
688,GATA1,CPD
689,MAX,ALCAM
690,GATA1,TAF13
691,EBF1,ITPR1
692,CEBPB,NUMB
693,FOS,HMHB1
694,KLF1,KCND3
695,GATA1,DNASE1L1
696,E2F1,CHADL
697,KLF1,WIPI1
698,ERG,FFAR3
699,KLF1,RRP12
700,ERG,CACNA2D4
701,KLF1,HOXA10-AS
702,ERG,IL10RB-AS1
703,E2F1,CYP46A1
704,KLF1,CCNB1
705,E2F1,MFAP3L
706,GATA1,PF4V1
707,TAL1,APOC1
708,KLF1,TRIM58
709,KLF1,HOXA9
710,MYB,TCF3
711,ERG,MTMR3
712,TAL1,LINC00989
713,E2F1,KLF1
714,SPI1,NPRL2
715,GATA1,ADAM9
716,JUND,CRYM
717,TCF3,MOB3B
718,CEBPB,AP000487.5
719,CEBPB,ATP6V0B
720,KLF1,PROS1
721,ERG,RP11-23P13.6
722,TAL1,TSPAN9
723,EBF1,LY86-AS1
724,E2F1,KIAA0513
725,MAX,TST
726,KLF1,OBSL1
727,EBF1,THEMIS2
728,ERG,TCL1B
729,TAL1,SLC12A3
730,KLF1,SLC35D3
731,TAL1,SHE
732,ERG,IPMK
733,KLF1,LPAR5
734,TCF3,UBTD1
735,EBF1,RASGRP3
736,TCF3,LRRC43
737,ERG,TNFSF4
738,ERG,TCF3
739,ERG,DIAPH3
740,ETS1,GALT
741,FOS,CHST8
742,ERG,RILP
743,PAX5,ADARB1
744,ETS1,PTPN4
745,ERG,SPC25
746,E2F1,TGFB1
747,ERG,PYCARD
748,CEBPB,RALGDS
749,ETS1,CD3G
750,TAL1,SFTPD
751,GATA1,NPC2
752,EBF1,MCOLN2
753,E2F1,SPG21
754,SPI1,LST1
755,E2F1,SLC25A42
756,MAX,LDLRAD3
757,MAX,MICAL2
758,TAL1,ATL1
759,TAL1,CTD-2308L22.1
760,CEBPB,SPHK1
761,IRF4,TET3
762,GATA2,PDGFC
763,TCF3,IFIT2
764,GATA1,PPY
765,KLF1,LINC01127
766,ERG,SMOX
767,E2F1,LRRK1
768,CEBPB,PRR5L
769,TCF3,KIFC3
770,E2F1,DAPK1
771,ERG,PVALB
772,PAX5,FCHSD2
773,ERG,SETBP1
774,ERG,RP11-536K7.3
775,MAX,LDLR
776,ERG,FTL
777,GATA1,PLOD1
778,KLF1,LINC01063
779,CEBPB,NRP1
780,TAL1,COBL
781,E2F1,APOC1
782,KLF1,KIF21A
783,ERG,VIPR2
784,ETS1,TRIOBP
785,GATA1,RASSF8-AS1
786,E2F1,CAPNS1
787,IRF4,RGS10
788,GATA2,ZNF608
789,PAX5,TTC21A
790,E2F1,DCLRE1A
791,E2F1,C15orf48
792,EBF1,RP11-126O1.6
793,E2F1,MAP3K5
794,CEBPB,WDR34
795,MYB,AKIRIN2
796,KLF1,CD34
797,GATA1,HPGD
798,KLF1,RAC1
799,GATA1,RPL23A
800,FOS,JUP
801,ERG,CDC42EP2
802,ETS1,ARL4C
803,GATA1,CPED1
804,KLF1,STXBP6
805,IRF4,MIDN
806,TAL1,CXCL5
807,ETS1,SLC8A1
808,ERG,FAH
809,CEBPB,NOTCH4
810,ETS1,LCK
811,ERG,LRP3
812,KLF1,INSL3
813,GATA1,SDC4
814,CEBPB,KMO
815,CEBPB,SASH1
816,MAX,TTC39A
817,ERG,WASIR2
818,TCF3,SSR3
819,EBF1,C20orf24
820,ATF3,TSR2
821,ERG,HBQ1
822,FOS,BTN2A2
823,KLF1,NCAPG
824,MAX,ZNF516
825,E2F1,CTD-2308L22.1
826,ZEB1,SH2D3A
827,ERG,RP5-1028K7.2
828,TAL1,ELMOD1
829,KLF1,LGALS9C
830,KLF1,RAB11A
831,GATA1,RP11-466P24.6
832,JUND,MYO1B
833,SPI1,LRRC8A
834,MAX,ACTB
835,CEBPB,TMTC1
836,MYB,CD63
837,MYB,PAFAH2
838,GATA2,SYNGR2
839,E2F1,PDGFA
840,E2F1,C3orf80
841,ERG,COTL1
842,FOS,HMMR
843,TCF3,S100A11
844,E2F1,IRGQ
845,MAX,CCDC183
846,IRF4,IRAK2
847,KLF1,SCARA5
848,KLF1,PPP1R9A
849,KLF1,ATP5J2-PTCD1
850,IRF4,DTL
851,ETS1,NUDT14
852,TAL1,MYCN
853,CEBPB,KCTD10
854,CEBPA,PRKACA
855,GATA1,LINC01480
856,E2F1,C5orf30
857,ERG,SEC14L5
858,CEBPB,ZDHHC19
859,ERG,PAFAH2
860,MAX,COL9A2
861,MAX,THBD
862,CEBPB,TKT
863,JUND,DLEU1
864,E2F1,MYO1G
865,GATA1,ZFYVE28
866,TCF3,ITGB5
867,GATA1,AP001171.1
868,ERG,HAL
869,TCF3,CENPA
870,MYB,UCK2
871,MYB,CARD9
872,MYB,FBXL5
873,CEBPB,CDC42EP3
874,LMO2,PRAM1
875,CEBPB,PRTFDC1
876,MAX,MCEMP1
877,GATA1,CXCL11
878,KLF1,SH3RF1
879,TAL1,C1orf198
880,FOS,KIR2DL4
881,E2F1,GM2A
882,CEBPB,LIMK2
883,ERG,HIST1H3G
884,CEBPB,AVP
885,GATA1,RPS29
886,E2F1,SAMD4A
887,GATA1,FNIP2
888,ERG,HLA-A
889,CEBPB,PRDM1
890,CEBPB,CNPY3
891,CEBPB,ABCA2
892,ERG,LINC00346
893,ETS1,HMOX2
894,ERG,CRISPLD2
895,CEBPB,LRRC8A
896,KLF1,DLX4
897,TAL1,ADORA2B
898,ERG,FBXL5
899,ERG,CARD9
900,GATA1,AC015971.2
901,ERG,UCK2
902,EBF1,SLX4
903,MAX,DGAT2
904,KLF1,FCER1G
905,GATA1,SPIRE1
906,KLF1,TNNC2
907,ERG,SGMS2
908,ERG,PEAR1
909,EBF1,TYROBP
910,E2F1,ELMOD1
911,IRF4,NRXN2
912,GATA1,MYCT1
913,CEBPB,RP11-879F14.2
914,MYB,HBEGF
915,TAL1,CYYR1
916,TCF3,MSRB3
917,CEBPB,KCNIP2-AS1
918,MYB,CCDC92
919,TAL1,CYBA
920,MYB,CTA-384D8.34
921,ERG,CEBPB
922,CEBPB,MYO1E
923,GATA1,ENAM
924,KLF1,MGLL
925,E2F1,NFKBIZ
926,ERG,ARMC3
927,EBF1,DUS2
928,KLF1,TPRG1
929,GATA1,HMSD
930,CEBPB,TIFAB
931,E2F1,AC131056.3
932,TAL1,RP11-384P7.7
933,CEBPB,LHFPL2
934,MAX,HOMER3
935,MYB,SCAMP5
936,E2F1,UBTD1
937,GATA1,FAM81B
938,KLF1,PIR
939,GATA2,GATA1
940,ERG,HBEGF
941,TAL1,HBA2
942,ERG,CTA-384D8.34
943,MYB,TPX2
944,MYB,PTGIR
945,GATA1,KL
946,EBF1,MEF2C-AS1
947,MYB,RNF149
948,ETS1,PIM1
949,CEBPB,ATP10D
950,SPIB,ORAI2
951,ERG,PITX1
952,TCF3,HAMP
953,CEBPB,OSBPL1A
954,E2F1,PRKG2
955,GATA1,SRGN
956,TCF3,SH2B2
957,KLF1,GPR42
958,MYB,PMEPA1
959,CEBPB,SPON1
960,ERG,TPX2
961,ERG,PTGIR
962,TAL1,CA8
963,GATA1,PI16
964,GATA1,SENCR
965,GATA1,PARD3
966,ERG,RNF149
967,ERG,SLC8A1-AS1
968,FOS,ATP6V1C1
969,IRF4,RGS9
970,CEBPB,FAM63A
971,E2F1,JUNB
972,ERG,CENPF
973,TAL1,FAM63A
974,E2F1,CD151
975,TCF3,P2RX5-TAX1BP3
976,EBF1,WASF1
977,E2F1,ATP9A
978,TCF3,FAM64A
979,GATA1,CDC42EP4
980,CEBPB,EPHA2
981,CEBPB,ATP1B3
982,IRF4,CTDSPL
983,MAX,JUP
984,MYB,C10orf54
985,CEBPB,RP11-25K19.1
986,LMO2,LILRB3
987,CEBPB,NEK8
988,ERG,AC007880.1
989,KLF1,FAM221B
990,E2F1,SEPP1
991,SPI1,NCF2
992,ERG,ABLIM3
993,GATA1,LL0XNC01-116E7.2
994,MAFK,ULK1
995,KLF1,METTL9
996,TAL1,SCN1B
997,GATA1,CLCN3
998,ERG,RP11-443B7.1
999,KLF1,NKAIN2
1000,KLF1,IQGAP1
1001,TCF3,CXCR5
1002,TAL1,PALD1
1003,MYB,RP4-633O19__A.1
1004,KLF1,MAP7
1005,ZEB1,CTSZ
1006,EBF1,GPR20
1007,TCF3,RTN3
1008,GATA1,RP11-874J12.4
1009,CEBPB,MRAS
1010,MYB,TSHZ3
1011,E2F1,SSR3
1012,JUND,TLR1
1013,CEBPB,BCL2A1
1014,ERG,PROSER2
1015,ERG,CDC25C
1016,SPI1,RTKN2
1017,GATA1,MEF2D
1018,MYB,TNFRSF8
1019,KLF1,MARVELD1
1020,E2F1,MYO5A
1021,TCF3,SIDT1
1022,ERG,RP4-633O19__A.1
1023,ERG,SPRY2
1024,ERG,ZEB2-AS1
1025,KLF1,STYK1
1026,TCF3,FSCN1
1027,ERG,RP11-552D4.1
1028,E2F1,ANKRD9
1029,GATA1,MYL9
1030,MAX,DENND5A
1031,KLF1,PTPRK
1032,ERG,TSHZ3
1033,TCF3,TK1
1034,E2F1,S100A11
1035,KLF1,CYP2S1
1036,E2F1,PLEKHG2
1037,MAX,SAP30
1038,GATA1,CEP55
1039,EBF1,CNR2
1040,GATA1,SCN9A
1041,ERG,TNFRSF8
1042,MAX,SRC
1043,KLF1,ZMIZ1
1044,SPIB,P2RX5
1045,TAL1,TFPI
1046,KLF1,CYB561
1047,GATA1,CLIC1
1048,MAX,SSPN
1049,PAX5,RP11-960L18.1
1050,ERG,FHL1
1051,ETS1,SCARB2
1052,CEBPB,GFOD1
1053,ETS1,SMARCD3
1054,ERG,PHLDA1
1055,GATA1,PDE2A
1056,E2F1,RP11-221J22.2
1057,TCF3,LGALS1
1058,ETS1,GZMM
1059,GATA1,MARC1
1060,E2F1,CENPA
1061,MYB,ABHD6
1062,E2F1,ANGPT1
1063,ERG,SPOPL
1064,TCF3,TNFRSF1B
1065,CEBPB,TNF
1066,IRF4,TSPAN2
1067,GATA1,ERG
1068,TCF3,IFI27L2
