,TF,Target
233,1433,7270
234,2463,8798
235,7123,6412
236,874,6706
237,4381,4254
238,6827,935
239,7700,1855
240,7763,47
241,2798,6652
242,2802,4200
243,7570,899
244,7700,3941
245,4381,2126
246,2296,2193
247,2296,5711
248,2892,2401
249,3216,4349
250,2892,1205
251,7123,4067
252,5273,2162
253,1433,8774
254,2463,1209
255,2471,7265
256,4737,2675
257,2892,6166
258,2296,6000
259,2296,2926
260,2463,5707
261,2296,5764
262,2463,1843
263,2463,8033
264,2344,512
265,7123,1770
266,4750,215
267,2463,98
268,2463,2776
269,2892,7416
270,5273,8993
271,3216,1794
272,4750,7879
273,2798,1885
274,2344,4897
275,2344,6579
276,7764,5463
277,2463,8291
278,2296,468
279,2296,4787
280,2463,1510
281,2892,7285
282,4750,5242
283,4999,3928
284,806,4155
285,4381,5155
286,2893,2211
287,2798,7273
288,3878,925
289,2296,7084
290,4999,1828
291,2487,603
292,8521,2154
293,8521,175
294,7123,3176
295,2471,1875
296,3878,7455
297,4737,6816
298,2463,167
299,806,3123
300,1433,3013
301,2792,3523
302,2463,4239
303,3216,5516
304,3878,4520
305,4737,8442
306,3878,6743
307,4750,2193
308,4750,5711
309,2304,5070
310,4381,7527
311,2798,2008
312,8521,6336
313,2892,6307
314,2792,6529
315,4737,4476
316,2296,4100
317,1433,2328
318,2296,8623
319,2463,7412
320,3216,6387
321,7764,1757
322,4999,6694
323,3216,3273
324,4737,3241
325,2798,6620
326,7123,3072
327,1433,1456
328,4737,2183
329,8521,3766
330,2798,6301
331,4737,6404
332,2892,6614
333,2892,8523
334,2296,875
335,2463,3203
336,7123,5628
337,2463,3013
338,2296,8688
339,1433,3289
340,4750,4787
341,2893,1385
342,8521,390
343,2296,5357
344,4999,449
345,3878,6598
346,2304,3595
347,2792,2821
348,4381,2566
349,2463,86
350,1433,3962
351,7763,5535
352,1433,7567
353,874,6663
354,3216,5631
355,2463,6335
356,2798,5122
357,7123,1880
358,874,2766
359,2463,1456
360,874,3892
361,8521,7632
362,2792,1894
363,7700,5756
364,2471,5999
365,7764,7006
366,3216,8182
367,3878,241
368,4381,7912
369,874,6517
370,7123,6497
371,4750,8623
372,7123,1224
373,7764,6650
374,2463,1451
375,2798,1557
376,7123,6683
377,3878,8044
378,3878,351
379,2792,5872
380,2463,3781
381,3878,3136
382,4450,4067
383,2463,7567
384,4999,2272
385,7123,3171
386,2463,3794
387,4381,6264
388,2296,3145
389,2892,1125
390,5273,5293
391,2304,2101
392,2296,8338
393,3216,4178
394,4737,6595
395,3878,1517
396,7763,2651
397,874,7307
398,5273,196
399,8521,8299
400,4750,7963
401,5273,6773
402,4999,5846
403,7700,1847
404,4381,3179
405,2798,5571
406,7763,4046
407,874,4969
408,3878,7703
409,2296,6451
410,4737,8868
411,2792,281
412,7764,3162
413,4737,2986
414,4688,330
415,2798,4842
416,2892,3837
417,4300,2927
418,2792,7425
419,2798,914
420,3660,3587
421,2471,4157
422,7764,1886
423,2344,5283
424,2344,985
425,2296,7047
426,5273,4222
427,3878,423
428,7764,3992
429,2296,7745
430,2487,2602
431,2463,4463
432,1433,6682
433,2471,8253
434,2792,214
435,2792,6976
436,2296,2321
437,2304,8754
438,2463,200
439,3660,599
440,2792,3633
441,3878,616
442,3216,3743
443,2296,7256
444,4750,8338
445,4737,5486
446,2463,5418
447,5273,3349
448,2296,1071
449,7507,2528
450,2792,8459
451,1433,1852
452,874,3773
453,3216,4355
454,2344,8931
455,5273,7036
456,2463,8820
457,7700,6273
458,4381,6725
459,4381,7088
460,2471,3925
461,1433,8838
462,4750,370
463,7458,5026
464,4750,1145
465,2798,5874
466,4750,8108
467,4381,5626
468,8521,6423
469,7123,8425
470,7123,889
471,4381,1406
472,4737,2210
473,2463,1268
474,2344,3536
475,4750,7242
476,2463,6371
477,2798,8328
478,7570,5319
479,3878,2110
480,4750,7047
481,4750,7745
482,8521,1822
483,3216,1916
484,3216,1621
485,4381,4692
486,1410,567
487,2296,2737
488,2463,6931
489,7764,1198
490,7123,3998
491,3216,5060
492,7570,545
493,7123,3535
494,5273,5911
495,7700,7079
496,874,326
497,2892,5406
498,5273,3589
499,2471,1499
500,2792,71
501,2463,1907
502,4381,6046
503,3216,7529
504,7507,8728
505,8740,1176
506,3878,6523
507,874,1221
508,2296,6897
509,2892,7990
510,2304,6438
511,874,2709
512,2463,238
513,4999,5366
514,3216,8086
515,8521,6578
516,3878,2419
517,3216,177
518,2487,6793
519,874,1671
520,4737,4764
521,4737,6945
522,3878,2383
523,4381,8445
524,2296,3989
525,2792,4061
526,3878,439
527,5273,2404
528,2792,1719
529,2798,1923
530,2463,1282
531,2463,7619
532,874,5325
533,874,4084
534,874,3530
535,8521,6724
536,2892,3354
537,4381,8464
538,2892,3177
539,4737,6386
540,2463,2252
541,2463,1025
542,2471,1615
543,7458,5894
544,874,1783
545,2792,6564
546,2798,3551
547,3216,7801
548,8521,3336
549,2471,2167
550,5273,7397
551,1433,8505
552,4381,5567
553,2792,8023
554,4737,5185
555,2892,8031
556,4999,3057
557,2296,8556
558,2463,826
559,2487,2042
560,7458,4690
561,2463,7621
562,2296,6570
563,874,4534
564,7458,2424
565,7507,8263
566,2798,6705
567,3216,874
568,2463,2556
569,2892,868
570,7764,6443
571,2471,8186
572,2463,8050
573,4381,6193
574,2463,22
575,5273,7207
576,3216,4391
577,1433,795
578,2892,5029
579,3878,2751
580,3216,521
581,2471,6239
582,2471,5342
583,2471,1873
584,2296,2944
585,2296,6967
586,874,528
587,4999,7786
588,7764,5381
589,7800,5710
590,2296,6109
591,3660,490
592,4737,331
593,2471,6616
594,1433,4103
595,3216,6199
596,4750,8556
597,2798,1533
598,2296,1066
599,874,1869
600,2892,6533
601,2463,3449
602,7123,4404
603,4381,4065
604,2471,8116
605,2463,4301
606,4737,3832
607,3878,3395
608,2463,8625
609,4737,6718
610,7507,5378
611,1433,464
612,8521,6719
613,2344,6536
614,4381,2672
615,1433,1837
616,2344,2771
617,5273,1290
618,3878,4097
619,4381,6796
620,3878,1645
621,7700,4718
622,2471,3985
623,1754,5579
624,1433,1684
625,1433,2658
626,4999,2528
627,2471,6352
628,7507,2099
629,2792,6587
630,7123,5873
631,2463,231
632,3660,4383
633,7764,7538
634,4381,5044
635,7763,1569
636,8521,5536
637,3216,7716
638,2463,464
639,7123,3283
640,7764,2405
641,2792,3044
642,2296,913
643,2798,5306
644,3878,7643
645,7764,2291
646,4750,1066
647,3878,185
648,2792,8166
649,2296,6366
650,2463,4900
651,1433,7160
652,2463,1684
653,2463,2658
654,4737,8047
655,4999,2882
656,7763,7986
657,2344,401
658,4999,898
659,7123,8858
660,8521,5314
661,2892,6326
662,1433,3864
663,3878,7580
664,2892,6736
665,7764,7684
666,7763,6898
667,2463,6858
668,7507,2710
669,2892,1418
670,2892,3353
671,4737,8214
672,2463,4959
673,2471,6401
674,3216,5013
675,2471,6553
676,3878,8160
677,2344,8543
678,1433,8871
679,2463,7160
680,5273,7316
681,7763,5750
682,1433,2455
683,7507,3293
684,8521,6225
685,3216,3565
686,8521,3434
687,2893,2874
688,7123,779
689,2463,4043
690,2792,3202
691,1433,8484
692,2463,8140
693,3878,4560
694,2892,5307
695,7123,3951
696,7123,4131
697,7700,8133
698,4737,1682
699,7458,6948
700,7800,7030
701,4750,7664
702,2463,4578
703,2296,4016
704,2892,6385
705,2296,5411
706,7764,2812
707,2296,1370
708,2463,537
709,4737,8274
710,874,1824
711,3878,258
712,7764,2199
713,5622,8317
714,874,2706
715,3878,2875
716,2463,6312
717,2798,6760
718,874,3388
719,874,2438
720,7570,3942
721,1433,5726
722,1433,3306
723,4381,3098
724,2892,6592
725,2798,6838
726,874,5437
727,2487,2370
728,2296,6577
729,2792,5178
730,2296,1190
731,2792,6636
732,3878,6419
733,2471,1866
734,2463,4456
735,1433,783
736,2471,1526
737,4381,6706
738,2792,6139
739,2463,8797
740,2471,14
741,2798,4214
742,7123,3435
743,4381,8984
744,3216,6455
745,2296,2955
746,3878,6394
747,3878,1963
748,7764,1126
749,3878,1078
750,7123,3718
751,3878,6734
752,2463,8743
753,4999,8263
754,7763,1132
755,7507,1406
756,7123,7788
757,2304,6816
758,4737,7343
759,4737,7368
760,2798,7667
761,2471,1435
762,1433,2612
763,7123,6022
764,7123,1182
765,2463,7532
766,2463,8231
767,4750,5411
768,3878,5517
769,2792,1076
770,8521,6238
771,8521,950
772,2344,6515
773,2463,783
774,5623,4294
775,7123,3592
776,7507,8269
777,7763,24
778,4999,2232
779,2296,1487
780,3878,2656
781,2487,1039
782,2296,3135
783,2471,6709
784,4173,4185
785,2463,5398
786,2296,3248
787,2487,221
788,8521,2297
789,1433,2611
790,7123,5140
791,874,5328
792,7123,4622
793,7764,6397
794,2792,3625
795,2296,4009
796,2344,6882
797,2296,6345
798,2463,6615
799,2296,6178
800,7123,3470
801,1433,6886
802,3878,967
803,7700,2895
804,2892,4328
805,2296,18
806,2892,6809
807,7123,5509
808,3878,4832
809,3878,6462
810,2344,6546
811,4381,5906
812,2296,2014
813,2792,161
814,7507,7655
815,2798,4803
816,4999,2785
817,2792,8799
818,2792,4274
819,2344,7026
820,1433,3348
821,5273,5574
822,3216,2780
823,4737,5747
824,7764,8961
825,4737,7581
826,2892,6477
827,2296,5541
828,8521,5932
829,2296,4840
830,2463,3001
831,3740,2720
832,2463,2611
833,874,1481
834,7700,7589
835,8521,5582
836,2471,6679
837,5273,698
838,2296,6862
839,4999,6662
840,2463,838
841,7763,376
842,3216,5515
843,3216,3717
844,7700,2731
845,2344,7551
846,2798,5940
847,2344,6471
848,2892,6845
849,2471,2921
850,2471,5248
851,4737,6215
852,2802,4678
853,2463,4172
854,5273,5637
855,7123,7910
856,2344,7187
857,4750,3135
858,874,7162
859,2798,8604
860,4750,3248
861,1433,6114
862,2802,4545
863,7123,244
864,8521,3772
865,7123,4744
866,2792,2782
867,4381,2766
868,4750,6178
869,7123,8966
870,2463,6915
871,4737,7315
872,3216,3590
873,7123,7408
874,2463,4146
875,2304,2437
876,3878,1746
877,2463,6043
878,2487,5071
879,2798,8304
880,2798,3259
881,7570,183
882,2304,7082
883,874,6611
884,2344,6779
885,2798,1861
886,3216,7819
887,4381,3347
888,2892,7783
889,4750,2735
890,2463,6114
891,2892,5309
892,2296,314
893,5273,5835
894,2798,3552
895,7764,4341
896,2463,3729
897,8521,6480
898,874,2515
899,8521,3975
900,1433,4058
901,3660,3572
902,3878,8857
903,7123,1840
904,4173,934
905,2296,3821
906,5273,8286
907,4737,6121
908,4999,7205
909,3878,4872
910,1433,8951
911,2344,2632
912,2463,3857
913,8457,1913
914,2792,4329
915,2798,3151
916,2892,6749
917,2892,1705
918,7458,4517
919,5273,4624
920,3216,4816
921,3216,1397
922,4737,1909
923,5273,4788
924,2798,246
925,874,8910
926,874,2639
927,2798,8426
928,1433,3265
929,2798,5241
930,7763,5703
931,2792,4197
932,2892,74
933,2463,317
934,3216,3606
935,7123,5605
936,2296,6731
937,2463,1433
938,874,2449
939,2463,7334
940,4737,4203
941,1754,6960
942,7763,3507
943,2798,271
944,3740,2934
945,2471,3646
946,3878,4759
947,2487,2829
948,2296,6481
949,8521,6907
950,2304,4598
951,7763,353
952,2463,8951
953,2463,2636
954,1433,5832
955,2296,6623
956,2487,2860
957,7700,3092
958,2344,1879
959,2792,6111
960,2487,1631
961,7764,8486
962,2798,4619
963,8521,6844
964,5273,7535
965,2487,3799
966,3216,502
967,5273,6984
968,4381,5675
969,8521,5132
970,2798,6380
971,7123,1855
972,2304,3215
973,2463,2536
974,874,6241
975,4999,1406
976,8521,6753
977,7123,3941
978,3216,6459
979,5273,1584
980,7507,1382
981,2792,4916
982,7764,7384
983,3878,5511
984,2463,773
985,4450,7910
986,2798,8631
987,2463,5832
988,2471,4665
989,2296,5909
990,2463,7214
991,1431,4579
992,2463,5941
993,2798,3770
994,7764,1520
995,2463,6489
996,2344,1438
997,2296,1857
998,3216,8377
999,2798,2294
1000,2798,7011
1001,4999,1092
1002,2304,4764
1003,5273,6661
1004,3216,8876
1005,2798,6319
1006,4737,2124
1007,7764,5247
1008,4750,852
1009,1433,3643
1010,2487,222
1011,2463,5811
1012,2471,8034
1013,2798,6267
1014,1433,3744
1015,4999,8615
1016,4750,4546
1017,2487,6019
1018,2344,5021
1019,4381,2709
1020,2296,3816
1021,8521,3060
1022,7764,2128
1023,2296,600
1024,2471,4031
1025,4999,7655
1026,1433,8209
1027,7123,3897
1028,3660,5115
1029,2471,7034
1030,7507,4045
1031,2296,7954
1032,2471,3928
1033,2344,8167
1034,7507,4050
1035,4381,1671
1036,4381,8283
1037,4999,4571
1038,8521,78
1039,2463,3097
1040,4750,5909
1041,7764,8434
1042,2463,2141
1043,2463,3643
1044,2471,7173
1045,2798,2420
1046,2893,5788
1047,2463,3744
1048,7764,7562
1049,3878,8842
1050,3878,6495
1051,1433,6269
1052,3216,7909
1053,8521,1892
1054,2892,6378
1055,4737,5798
1056,4999,1260
1057,4999,6305
1058,874,4865
1059,3878,3096
1060,2296,7742
1061,2892,4581
1062,2798,2264
1063,4750,6930
1064,8694,5647
1065,4737,5958
1066,7570,2530
1067,874,3566
1068,4381,3970
1069,2892,4580
1070,6827,1160
1071,5273,866
1072,2296,3893
1073,7764,4584
1074,2892,4915
1075,7427,6143
1076,8521,47
1077,7764,2609
1078,2471,601
1079,2296,605
1080,2463,6400
1081,7123,6012
1082,2798,7724
1083,8457,7740
1084,8521,3926
1085,1433,3458
1086,7700,85
1087,2792,533
1088,2463,2928
1089,3216,3371
1090,2487,6134
1091,2463,362
1092,2296,1274
1093,2296,1449
1094,3216,1544
1095,2463,3550
1096,2892,6142
1097,3216,1515
1098,3878,1236
1099,2892,3939
1100,3878,5476
1101,7123,2318
1102,4381,5207
1103,2471,5931
1104,2792,6205
1105,2344,4437
1106,4999,4874
1107,3660,2442
1108,874,6329
1109,2463,473
1110,1433,215
1111,3878,8936
1112,874,4308
1113,2296,3513
1114,4381,528
1115,2463,384
1116,2463,4883
1117,2792,6645
1118,1433,7879
1119,3878,53
1120,2892,1195
1121,7123,1847
1122,5273,1776
1123,2463,5235
1124,2471,1472
1125,4381,5547
1126,7763,4334
1127,2798,7472
1128,2463,6249
1129,5622,2240
1130,5273,1007
1131,874,6493
1132,2471,6078
1133,2463,2513
1134,2296,2017
1135,2892,112
1136,2296,3156
1137,3216,4709
1138,2798,7689
1139,2798,4566
1140,3878,195
1141,2296,6384
1142,2487,2347
1143,2892,7210
1144,5623,2024
1145,4737,5696
1146,2471,1376
1147,7763,4261
1148,7700,3221
1149,1433,2193
1150,1433,5711
1151,3271,5390
1152,4737,3159
1153,2463,2770
1154,2296,2026
1155,3216,1311
1156,2296,7700
1157,2471,5403
1158,2892,6643
1159,3878,44
1160,2792,5480
1161,2892,5165
1162,2463,5242
1163,5623,6486
1164,5273,5320
1165,2798,88
1166,2798,8571
1167,4381,3352
1168,7764,4833
1169,2471,7062
1170,2892,6558
1171,4173,3827
1172,7123,7141
1173,2798,5423
1174,4999,1382
1175,1433,468
1176,1433,4787
1177,2296,1827
1178,7700,7466
1179,2463,5711
1180,2296,6475
1181,7764,253
1182,7764,4753
1183,4381,5744
1184,1433,7084
1185,4737,4635
1186,3216,741
1187,2296,6512
1188,3878,6588
1189,2798,7124
1190,8521,3182
1191,2792,5085
1192,2463,7217
1193,2471,1882
1194,3878,5355
1195,2344,3844
1196,1433,5577
1197,3878,5017
1198,4381,3066
1199,7764,6164
1200,3878,556
1201,3216,6398
1202,2798,5083
1203,3878,4807
1204,4750,7700
1205,2296,2980
1206,2463,1342
1207,2463,4787
1208,7764,4948
1209,1433,8623
1210,2792,3681
1211,8521,5420
1212,2892,265
1213,7700,70
1214,2471,4326
1215,2296,4660
1216,2304,3487
1217,2892,3298
1218,2296,6137
1219,7700,3300
1220,2792,8508
1221,2463,5286
1222,5273,8110
1223,4737,5693
1224,4381,4150
1225,2463,7962
1226,7700,3696
1227,8521,8352
1228,874,4006
1229,1433,875
1230,7764,1885
1231,4999,4050
1232,2798,61
1233,2463,121
1234,3878,3747
1235,1433,6125
1236,2463,6811
1237,7123,8957
1238,1433,7963
1239,2463,453
1240,1433,5357
1241,4381,8981
1242,3878,1985
1243,2792,4011
1244,2802,6423
1245,7570,5289
1246,2798,7548
1247,3878,585
1248,2463,5818
1249,874,4535
1250,8521,5753
1251,2487,7723
1252,4381,3388
1253,2463,875
1254,4381,5437
1255,7764,5487
1256,2296,2371
1257,2798,7714
1258,4750,2980
1259,874,5354
1260,2296,5427
1261,4381,7872
1262,2463,7963
1263,2892,8335
1264,3878,213
1265,1433,1127
1266,2792,7886
1267,3878,3032
1268,2463,1867
1269,4737,6768
1270,2487,8614
1271,7123,738
1272,2892,6449
1273,8521,8316
1274,2892,8068
1275,3878,832
1276,2296,3257
1277,2304,7293
1278,1433,3145
1279,2892,6977
1280,2892,4191
1281,1433,8338
1282,3216,6814
1283,2487,6032
1284,3216,2968
1285,2296,4497
1286,2463,5879
1287,8521,4147
1288,2798,8049
1289,2471,3057
1290,2798,7009
1291,1433,6451
1292,2463,4064
1293,2798,5661
1294,1433,370
1295,4381,6752
1296,2296,7235
1297,3878,5345
1298,2344,7945
1299,2892,7757
1300,2792,2316
1301,2296,3126
1302,4300,6894
1303,3878,2941
1304,8521,5139
1305,2792,1021
1306,3216,5800
1307,3878,689
1308,4450,1048
1309,2304,2486
1310,2792,1564
1311,874,6302
1312,2463,5595
1313,874,8294
1314,2471,1463
1315,5622,5561
1316,7123,2662
1317,2304,1095
1318,2296,7520
1319,2296,7413
1320,4750,8626
1321,5622,151
1322,2296,3436
1323,2463,6390
1324,7764,1557
1325,2892,4529
1326,2463,370
1327,2463,8108
1328,2892,3505
1329,2463,1145
1330,4750,586
1331,3878,4808
1332,4750,555
1333,4750,3257
1334,1433,4667
1335,7123,7953
1336,4750,4497
1337,3216,6547
1338,4381,8417
1339,4381,6097
1340,3660,6529
1341,4750,8125
1342,2463,744
1343,2893,6274
1344,7763,1900
1345,7458,6877
1346,5622,1619
1347,5622,8749
1348,4737,1422
1349,2296,6534
1350,4999,3216
1351,7764,914
1352,2893,5070
1353,3878,5228
1354,2798,4119
1355,3216,5177
1356,3216,140
1357,2463,4667
1358,4737,8199
1359,2892,4687
1360,3878,5174
1361,4750,356
1362,3740,1896
1363,2792,5067
1364,3216,1534
1365,3216,193
1366,2892,6740
1367,1433,2278
1368,2798,4071
1369,2296,6802
1370,3878,4209
1371,4750,5676
1372,2471,2528
1373,4381,5234
1374,7764,1163
1375,2296,8816
1376,2471,7424
1377,2798,2216
1378,2471,6473
1379,3878,2336
1380,2463,8414
1381,4750,5386
1382,2892,3594
1383,2892,2267
1384,2296,3739
1385,806,2029
1386,2892,2266
1387,2463,523
1388,4381,2515
1389,7458,8553
1390,2296,7663
1391,1171,5704
1392,2893,25
1393,2792,6982
1394,7123,3580
1395,4737,8148
1396,2463,6839
1397,806,353
1398,3878,5500
1399,2892,5776
1400,2471,3822
1401,4381,2639
1402,4999,6485
1403,6827,3912
1404,2296,5424
1405,2471,6428
1406,2304,4177
1407,4300,4355
1408,2792,2222
1409,1433,4059
1410,2792,156
1411,3216,1426
1412,2892,6211
1413,2296,4834
1414,2296,6541
1415,2471,3152
1416,4750,3739
1417,1433,6570
1418,7123,6572
1419,2296,40
1420,3216,8839
1421,1433,2381
1422,874,1216
1423,2471,3446
1424,2296,6355
1425,5273,6201
1426,874,6513
1427,3216,6756
1428,2344,27
1429,4381,4350
1430,2296,8589
1431,8521,6676
1432,5273,7583
1433,874,7936
1434,2463,5138
1435,2463,4059
1436,3216,2854
1437,2892,7419
1438,2892,4211
1439,874,7272
1440,3878,4654
1441,7570,4474
1442,2463,8556
1443,7763,6282
1444,7764,1923
1445,2892,4023
1446,3216,5190
1447,2893,1500
1448,2792,3106
1449,2892,6292
1450,2487,6258
1451,7764,6789
1452,3216,1058
1453,2463,2381
1454,4999,6581
1455,7123,3526
1456,7764,7488
1457,2463,2159
1458,4750,920
1459,4750,5424
1460,2798,6441
1461,2463,431
1462,7764,6703
1463,2344,6585
1464,8521,3303
1465,2463,8518
1466,2471,8263
1467,2463,4413
1468,2296,4454
1469,2463,5851
1470,5622,5158
1471,2296,1917
1472,8521,6898
1473,874,187
1474,7570,6626
1475,2798,4606
1476,2471,6299
1477,3216,6248
1478,2487,3671
1479,4750,8589
1480,2471,7209
1481,874,4015
1482,2892,415
1483,4737,7507
1484,2296,7737
1485,8521,5135
1486,2344,6626
1487,3740,58
1488,3216,1203
1489,7123,205
1490,5622,2004
1491,3878,1390
1492,2892,6209
1493,2471,2232
1494,3878,4215
1495,7700,8715
1496,2892,89
1497,4750,7001
1498,2296,4401
1499,4737,1567
1500,3216,7023
1501,2798,1877
1502,2296,5699
1503,2792,7270
1504,2792,6538
1505,2304,8710
1506,4381,8367
1507,7123,7589
1508,2463,5794
1509,3216,37
1510,8521,6421
1511,2893,6438
1512,7123,2731
1513,1433,913
1514,5273,5485
1515,2463,1240
1516,1433,7664
1517,2792,1079
1518,1433,1692
1519,2892,6974
1520,3878,1807
1521,2296,2879
1522,7764,3966
1523,2463,8395
1524,4381,4865
1525,2471,5378
1526,3878,6688
1527,7764,1022
1528,2463,7218
1529,4750,1917
1530,2463,444
1531,4381,3566
1532,3660,552
1533,7507,7931
1534,3878,7076
1535,2487,4409
1536,4750,5833
1537,2471,405
1538,3216,4451
1539,4381,5885
1540,2471,6662
1541,4750,7737
1542,2792,109
1543,3878,2724
1544,2296,2862
1545,2296,4133
1546,8521,8843
1547,2304,6101
1548,2296,6276
1549,8521,5545
1550,7764,7398
1551,2892,7669
1552,2296,2489
1553,3216,1996
1554,2471,5495
1555,7123,490
1556,3216,3608
1557,874,6399
1558,4381,3461
1559,2463,913
1560,3740,2408
1561,3216,7593
1562,4750,7711
1563,2296,5246
1564,8521,8262
1565,2463,7664
1566,874,6939
1567,2487,5038
1568,4750,2410
1569,2296,1895
1570,2463,6366
1571,2892,7405
1572,7764,6338
1573,4750,4401
1574,3216,7668
1575,4750,5699
1576,3216,6460
1577,7427,5214
1578,7427,2791
1579,2471,2157
1580,4688,6694
1581,7700,6529
1582,3878,4689
1583,2463,5468
1584,2296,5004
1585,3878,631
1586,8521,24
1587,3878,8146
1588,2792,2328
1589,4750,4987
1590,1433,1370
1591,2463,1862
1592,4750,2879
1593,1410,7876
1594,2304,3159
1595,3878,4998
1596,2892,7101
1597,2892,5462
1598,2792,1456
1599,3878,1024
1600,2487,5843
1601,2296,285
1602,8521,8593
1603,7458,5528
1604,3878,2007
1605,2463,4537
1606,4381,2345
1607,2296,5770
1608,2296,5518
1609,2344,3521
1610,2463,735
1611,2798,3405
1612,7123,4383
1613,806,978
1614,7123,6244
1615,8521,6452
1616,7700,7681
1617,2296,1186
1618,7123,3030
1619,2892,5578
1620,2471,3293
1621,4737,4727
1622,3878,8547
1623,2463,4016
1624,2792,1733
1625,3878,6367
1626,2463,5411
1627,7123,5521
1628,2471,4135
1629,2471,7205
1630,2792,7567
1631,2798,793
1632,7800,8128
1633,2792,3962
1634,3216,2147
1635,7700,1894
1636,2892,2332
1637,5622,6284
1638,4737,2927
1639,2344,8938
1640,4737,5904
1641,4381,7295
1642,7763,8503
1643,3216,3416
1644,2792,4615
1645,2893,2517
1646,4750,5004
1647,3878,367
1648,2792,4158
1649,2792,1813
1650,2471,5687
1651,2798,7784
1652,4750,7072
1653,4750,285
1654,4999,5744
1655,5273,7071
1656,5622,7638
1657,2463,7005
1658,2344,1096
1659,4750,746
1660,2892,5910
1661,2892,2357
1662,4750,5770
1663,2463,3041
1664,1433,3135
1665,7764,6760
1666,1433,3248
1667,7123,3949
1668,4737,3007
1669,2463,1065
1670,2792,1742
1671,2463,3173
1672,1433,6345
1673,2892,6321
1674,874,8424
1675,2296,4370
1676,2344,805
1677,2471,3319
1678,2792,6568
1679,874,512
1680,7123,4719
1681,2892,8694
1682,1433,18
1683,2792,200
1684,2481,2064
1685,2487,3666
1686,3878,5896
1687,7764,4214
1688,874,4897
1689,7763,8306
1690,4750,7158
1691,2296,6582
1692,2893,8405
